"id","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz"
"802","Smithport Airport","Smithport","Barbados","KZE","NOWN","24.7963745","-156.740695","149","Asia/Pyongyang","E","Europe/San_Marino"
"803","Clarkside Airport","Clarkside","Malaysia","KCT","HAWR","58.6700935","-37.489610","792","America/Grenada","E","Indian/Maldives"
"804","Davidview Airport","Davidview","Netherlands Antilles","UDG","JHNC","84.829688","-132.657521","807","America/Caracas","Z","Europe/Berlin"
"805","Samuelton Airport","Samuelton","Italy","OMA","VOBT","-39.1260685","91.500425","382","Europe/Zurich","O","Africa/Bamako"
"806","Michaelside Airport","Michaelside","Swaziland","VHX","QGQN","-82.775317","-0.489169","490","Africa/Djibouti","Z","Asia/Damascus"
"807","New Nathaniel Airport","New Nathaniel","French Polynesia","WBJ","XUEB","52.386243","130.477473","84","America/Tegucigalpa","S","America/Antigua"
"808","Lake Melissashire Airport","Lake Melissashire","Gabon","DFM","UPPM","39.566277","-170.367949","690","America/Nassau","E","America/Lima"
"809","Huntfort Airport","Huntfort","Gambia","VCA","CREG","-66.766582","-55.270929","320","Pacific/Auckland","A","America/Asuncion"
"810","New Victoriaside Airport","New Victoriaside","Serbia","QNT","PMDD","23.165252","104.081337","352","Africa/Algiers","O","America/La_Paz"
"811","North Michaelland Airport","North Michaelland","Bahamas","MUA","QMFO","19.2048555","-145.576144","548","Africa/Harare","E","Africa/Blantyre"
"812","Ryanmouth Airport","Ryanmouth","Nicaragua","GKD","TYZI","4.4180165","-140.170241","261","Africa/Harare","E","America/Costa_Rica"
"813","Lake Ericfurt Airport","Lake Ericfurt","Timor-Leste","LRN","MMBO","76.125002","25.683528","90","Africa/Brazzaville","Z","Africa/Blantyre"
"814","East Lisaton Airport","East Lisaton","Kiribati","DIZ","VVDR","-88.8179345","135.237180","110","America/Grenada","E","Africa/Bujumbura"
"815","North Christian Airport","North Christian","Cape Verde","KRZ","NRXQ","-74.6322265","-39.424489","854","Asia/Karachi","E","Asia/Damascus"
"816","Port Charles Airport","Port Charles","Bangladesh","MIQ","LMGA","-56.3818825","109.472879","312","Africa/Monrovia","N","Asia/Yekaterinburg"
"817","Edwardtown Airport","Edwardtown","Dominica","UQU","FCIQ","65.0126075","44.659386","657","Asia/Pontianak","Z","Asia/Tashkent"
"818","Carolynchester Airport","Carolynchester","Panama","SOU","PSTX","-69.0221055","-161.283555","523","America/Antigua","O","Asia/Muscat"
"819","Laurastad Airport","Laurastad","Liberia","DBX","EGES","21.936334","166.027609","346","Africa/Dakar","U","Europe/Malta"
"820","Stevenberg Airport","Stevenberg","Andorra","EYI","VIHV","24.973972","71.115310","760","Africa/Dakar","S","Europe/Oslo"
"821","Port Ronald Airport","Port Ronald","Yemen","VLU","UWCY","34.5075575","-77.149403","295","America/Tegucigalpa","N","Europe/London"
"822","West Samanthaville Airport","West Samanthaville","Angola","JPF","YBEX","-51.169440","-80.287194","814","Africa/Lagos","Z","Europe/Riga"
"823","Ryanview Airport","Ryanview","Israel","WRW","EIEN","48.123789","127.413229","942","Africa/Nouakchott","E","Africa/Banjul"
"824","Williamsville Airport","Williamsville","Central African Republic","FBZ","WBYE","53.4148565","101.312243","19","Asia/Samarkand","U","Asia/Tokyo"
"825","Rachelview Airport","Rachelview","Czech Republic","SRR","ILZW","-86.895412","155.515451","664","Asia/Tehran","A","America/Guayaquil"
"826","Lake Aaronfurt Airport","Lake Aaronfurt","Sao Tome and Principe","YCG","NEQJ","4.954882","151.220847","354","Asia/Dushanbe","O","Europe/Paris"
"827","East Ericaland Airport","East Ericaland","Cocos (Keeling) Islands","EIK","VLSX","62.8355745","46.012634","682","Europe/Prague","E","Pacific/Ponape"
"828","Ashleyborough Airport","Ashleyborough","Armenia","CKN","ABKA","-46.9846375","117.249138","519","Europe/Paris","Z","Africa/Luanda"
"829","South Sarahside Airport","South Sarahside","Benin","VWE","UMGY","1.540282","-78.648183","597","Asia/Saigon","Z","Asia/Taipei"
"830","Hardingfurt Airport","Hardingfurt","Gabon","YDJ","WZTA","-81.744775","29.157203","630","Africa/Bissau","Z","Asia/Aden"
"831","North Gabrielport Airport","North Gabrielport","Chad","IIY","IJJD","55.055462","-49.725883","177","America/Costa_Rica","O","Pacific/Port_Moresby"
"832","Connorhaven Airport","Connorhaven","Haiti","VQA","ZCOO","-20.394511","-99.797596","237","Pacific/Guadalcanal","S","Australia/Currie"
"833","South Joelland Airport","South Joelland","Wallis and Futuna","OLA","WNFD","23.895410","133.568639","732","Asia/Dhaka","N","Asia/Kabul"
"834","Dayville Airport","Dayville","Guam","HZG","DIVZ","48.025280","-48.265860","947","Europe/Rome","E","Asia/Baghdad"
"835","North Sherry Airport","North Sherry","Ghana","ILC","SCHX","37.4171475","49.651469","555","Asia/Ashgabat","A","Europe/Sarajevo"
"836","East Kellymouth Airport","East Kellymouth","Thailand","DCL","DKXT","55.805200","-171.243601","232","Pacific/Efate","E","Africa/Tripoli"
"837","Robinsonton Airport","Robinsonton","Sweden","XYL","RXCK","-40.304291","67.581856","630","Pacific/Tarawa","O","Africa/Casablanca"
"838","Penaberg Airport","Penaberg","Palestinian Territory","LTY","UGDN","80.2276915","-130.580258","716","Africa/Lome","S","Indian/Antananarivo"
"839","North Danaton Airport","North Danaton","Cape Verde","WAW","TDNE","80.419539","143.019033","531","Africa/Tunis","N","Africa/Blantyre"
"840","South Shelby Airport","South Shelby","Niger","ADG","MOXI","-53.372830","90.997306","995","Europe/Budapest","A","Europe/Ljubljana"
"841","Lake Larryton Airport","Lake Larryton","Venezuela","KCK","KFEI","29.6070185","-43.660405","833","Africa/Maseru","N","Africa/Harare"
"842","Davidside Airport","Davidside","Monaco","XCQ","YFDE","55.6688045","-12.927398","597","Asia/Riyadh","S","Europe/Dublin"
"843","Lucaschester Airport","Lucaschester","Greece","ZKH","VXPJ","23.0488705","-161.294928","72","Europe/Brussels","Z","Africa/Nouakchott"
"844","Hannaport Airport","Hannaport","Palau","AVP","SYOZ","-28.590087","144.408792","718","Atlantic/Cape_Verde","A","Asia/Taipei"
"845","Port Cathy Airport","Port Cathy","Malta","ZQP","TEPA","58.6477825","-175.112323","267","Europe/Ljubljana","Z","Africa/Tunis"
"846","Michaelmouth Airport","Michaelmouth","Cayman Islands","ZPH","JJTD","12.3924675","98.107733","699","Indian/Comoro","E","Africa/Bamako"
"847","Suzanneport Airport","Suzanneport","United States of America","EPF","UXEZ","46.904034","104.436694","148","Asia/Dili","O","Indian/Maldives"
"848","West Jennifer Airport","West Jennifer","Cocos (Keeling) Islands","URA","LEOO","38.676654","80.342882","125","Europe/Warsaw","U","Asia/Kuwait"
"849","East Brittany Airport","East Brittany","Bangladesh","TXV","VUXP","-80.6218865","163.618127","635","Africa/Johannesburg","A","Africa/Ouagadougou"
"850","Port Virginia Airport","Port Virginia","Croatia","XMU","ZFJM","84.325860","-88.933747","8","Asia/Seoul","A","Europe/Stockholm"
"851","Lake Christina Airport","Lake Christina","Singapore","DLJ","OYXH","11.2410285","43.923527","97","America/Asuncion","E","America/Santo_Domingo"
"852","Jamieside Airport","Jamieside","Timor-Leste","XLU","GENJ","41.7245015","126.116141","449","Asia/Kuching","O","Africa/Ouagadougou"
"853","New Richardfort Airport","New Richardfort","Mongolia","NDJ","YFFV","-47.4880245","160.428122","303","Asia/Taipei","U","America/Lima"
"854","North Bradley Airport","North Bradley","British Virgin Islands","HJW","TQNV","-31.646261","-42.241572","562","Asia/Katmandu","A","Europe/Prague"
"855","New Emilyside Airport","New Emilyside","Tonga","ISB","SJVZ","4.257910","-7.161600","60","Africa/Luanda","U","America/Asuncion"
"856","Hansenmouth Airport","Hansenmouth","Poland","FGD","ZZZM","1.2992515","142.984883","235","Europe/Brussels","E","Atlantic/Madeira"
"857","West Pamela Airport","West Pamela","Benin","UVL","MVRJ","88.1650045","126.407550","925","Asia/Tokyo","O","Asia/Phnom_Penh"
"858","Berryside Airport","Berryside","Barbados","IVN","OEPJ","27.8827145","112.241101","653","Europe/San_Marino","Z","America/Paramaribo"
"859","Campbellview Airport","Campbellview","Djibouti","ISS","MYUK","25.797230","-53.791023","560","Indian/Maldives","U","Asia/Bahrain"
"860","New Andrea Airport","New Andrea","Iceland","GCQ","QQUO","41.3061545","-131.170274","382","Africa/Nairobi","O","Asia/Calcutta"
"861","Brownfort Airport","Brownfort","Turkmenistan","IAR","GOSZ","-22.150863","135.346496","556","America/Caracas","Z","Africa/Luanda"
"862","Daniellechester Airport","Daniellechester","Norfolk Island","RAM","UTIB","21.7742835","76.289403","437","America/Iqaluit","N","America/Costa_Rica"
"863","Lisaberg Airport","Lisaberg","Puerto Rico","OWL","FVDU","33.1017365","149.318835","733","Asia/Karachi","A","America/Guatemala"
"864","Brownberg Airport","Brownberg","Burkina Faso","UKC","HBOK","22.661210","-70.933004","56","Asia/Manila","O","America/Caracas"
"865","Lake Carol Airport","Lake Carol","Falkland Islands (Malvinas)","BEM","FHZK","20.927502","-169.885465","286","Africa/Banjul","E","Europe/Skopje"
"866","Lake Linda Airport","Lake Linda","San Marino","ISY","TQTS","-58.7140625","20.573877","352","Africa/Conakry","A","Africa/Nairobi"
"867","South Dawnmouth Airport","South Dawnmouth","Saint Helena","GTF","FTIO","14.159539","169.811949","273","Africa/Brazzaville","Z","Europe/Dublin"
"868","Nicholschester Airport","Nicholschester","Vietnam","QOW","LQGJ","-49.249889","0.574609","175","Africa/Banjul","N","Africa/Casablanca"
"869","Alberttown Airport","Alberttown","Algeria","OYR","BTEW","-55.5101285","-94.228024","948","Europe/Bratislava","E","America/Costa_Rica"
"870","Wiseburgh Airport","Wiseburgh","Iran","FVT","UYKY","-0.802904","134.072379","787","Africa/Freetown","U","America/Moncton"
"871","Wendyton Airport","Wendyton","Italy","DPR","SQTJ","-5.3190405","101.348846","74","Europe/Brussels","A","Africa/Djibouti"
"872","Nashside Airport","Nashside","Bulgaria","MVC","UBBX","-68.327685","4.476048","799","Africa/Asmera","A","Africa/Lome"
"873","Lake Candaceburgh Airport","Lake Candaceburgh","Martinique","KMY","IFKM","-59.8766265","-117.365448","619","Pacific/Galapagos","S","Africa/Casablanca"
"874","West Laura Airport","West Laura","Paraguay","YIM","WIJV","-36.1584735","-152.499950","163","America/Antigua","A","Asia/Colombo"
"875","Robertmouth Airport","Robertmouth","New Caledonia","NIA","CFII","50.9021805","127.661367","92","America/Caracas","O","Asia/Saigon"
"876","Port Chad Airport","Port Chad","French Guiana","FUZ","MDQW","52.656683","172.842227","827","Africa/Cairo","U","Indian/Mauritius"
"877","Lake Michaelmouth Airport","Lake Michaelmouth","Tanzania","FQX","VETP","0.590273","121.641832","798","Asia/Singapore","A","Asia/Jerusalem"
"878","West Amanda Airport","West Amanda","Mali","OQL","BOKO","55.490061","59.128219","521","Europe/Oslo","N","Europe/Chisinau"
"879","Georgebury Airport","Georgebury","Guadeloupe","ECQ","LJUK","-65.4803685","141.822252","143","Pacific/Efate","S","Pacific/Palau"
"880","Thomashaven Airport","Thomashaven","Saint Lucia","VIS","XZTM","-12.771064","26.493702","840","Indian/Comoro","N","Indian/Mahe"
"881","Lake Derek Airport","Lake Derek","Liechtenstein","JZC","QIOF","52.3277255","176.442553","216","Asia/Bahrain","U","Africa/Mogadishu"
"882","West Annshire Airport","West Annshire","Papua New Guinea","WUI","GUTM","74.896354","-66.055635","364","Asia/Katmandu","S","Asia/Aqtau"
"883","Lake Brandon Airport","Lake Brandon","Greece","HUA","HOZW","-79.702896","-148.849637","164","Asia/Jerusalem","U","Africa/Addis_Ababa"
"884","Tiffanyborough Airport","Tiffanyborough","Afghanistan","CMY","XTPV","5.702291","5.254821","757","Europe/Vaduz","A","Pacific/Port_Moresby"
"885","Houseberg Airport","Houseberg","Bulgaria","AIP","ZUPY","76.714479","59.448684","199","Africa/Gaborone","E","Africa/Sao_Tome"
"886","New Craigside Airport","New Craigside","Marshall Islands","QTC","YCQY","-25.2897905","-26.567856","889","Asia/Tokyo","S","Asia/Dushanbe"
"887","Maryborough Airport","Maryborough","Belize","SQP","NHRC","59.4861975","-11.005593","34","Europe/Minsk","N","Asia/Dubai"
"888","Kennedystad Airport","Kennedystad","Cameroon","CGD","KXRZ","-59.079397","-161.121382","564","Africa/Banjul","S","America/Port_of_Spain"
"889","Russellton Airport","Russellton","Lao People's Democratic Republic","YRO","KVIM","0.9502125","52.303358","334","Africa/Sao_Tome","U","America/Dominica"
"890","Richardberg Airport","Richardberg","Philippines","CUQ","KZXK","89.7159395","-58.937834","314","Europe/Moscow","A","Europe/Luxembourg"
"891","Lake Alexandriatown Airport","Lake Alexandriatown","India","CMP","WUPM","-5.105822","78.220803","533","Asia/Ashgabat","A","America/St_Vincent"
"892","West Karen Airport","West Karen","Burkina Faso","MGB","JJWB","41.671821","-67.019864","68","Africa/Djibouti","E","Africa/Bamako"
"893","South Jonathan Airport","South Jonathan","Namibia","FCA","VXHV","39.335397","111.487450","192","Asia/Bishkek","U","Europe/Zagreb"
"894","Lake Jamesfort Airport","Lake Jamesfort","Saudi Arabia","ZNK","QAQJ","-29.102067","117.818208","897","America/Blanc-Sablon","A","Europe/Ljubljana"
"895","South Joseph Airport","South Joseph","Mayotte","LJH","UWVM","28.9696935","-162.919961","423","Atlantic/Azores","S","Indian/Mahe"
"896","West Lori Airport","West Lori","Slovakia (Slovak Republic)","OSW","FLHW","75.749069","172.669507","556","America/El_Salvador","S","Africa/Kigali"
"897","Port Ericshire Airport","Port Ericshire","Montserrat","AER","XCRG","23.7050865","154.100188","461","Asia/Choibalsan","Z","Atlantic/Cape_Verde"
"898","New Eric Airport","New Eric","Sierra Leone","ZZN","DAGU","-5.7805035","-116.383549","1","Europe/Riga","S","Africa/Bangui"
"899","West David Airport","West David","Azerbaijan","JNQ","GYCG","22.856220","153.678362","872","Africa/Maseru","S","Africa/Djibouti"
"900","Ashleymouth Airport","Ashleymouth","Afghanistan","IXH","GRVF","77.202981","-165.199996","603","Indian/Comoro","E","Pacific/Chatham"
"901","Ramosport Airport","Ramosport","Djibouti","LSL","AVTR","34.978270","-91.605299","99","Pacific/Tarawa","U","Europe/Copenhagen"
"902","East Parker Airport","East Parker","Norway","QWU","QIZI","58.621066","171.613874","31","Asia/Singapore","O","Asia/Hebron"
"903","East Dawnberg Airport","East Dawnberg","Macao","ARK","RSKS","73.9296185","-109.717361","698","Asia/Dubai","O","Africa/Freetown"
"904","North Lisa Airport","North Lisa","Comoros","NXL","KSUT","-39.9421795","-58.467188","274","Africa/Mbabane","S","America/Tegucigalpa"
"905","North Jeffreychester Airport","North Jeffreychester","Paraguay","SDF","CEVN","-59.6630885","-65.424350","93","Africa/Conakry","N","Africa/Johannesburg"
"906","Murphyborough Airport","Murphyborough","Svalbard & Jan Mayen Islands","KOB","GYNQ","-7.0131745","-87.552604","701","Asia/Qatar","A","Africa/Cairo"
"907","Bairdland Airport","Bairdland","Congo","SZS","MZGX","-26.1483525","129.738543","863","Indian/Maldives","Z","America/Havana"
"908","Lake Danielbury Airport","Lake Danielbury","Burkina Faso","OPF","WHJH","21.360087","148.233898","711","Asia/Hovd","E","Pacific/Auckland"
"909","South Brandon Airport","South Brandon","Comoros","REO","ANJE","-3.6930235","48.667786","212","Africa/Algiers","U","Asia/Tokyo"
"910","Jamesmouth Airport","Jamesmouth","Lao People's Democratic Republic","YXE","CDLW","-50.137222","119.161944","260","Africa/Johannesburg","Z","America/Grenada"
"911","Nancyberg Airport","Nancyberg","Kiribati","RJR","WZZK","-89.030809","-72.649234","334","Asia/Amman","A","Africa/Nairobi"
"912","East Rebeccaland Airport","East Rebeccaland","France","JGK","WNYC","-70.7283445","-107.155625","743","Africa/Bamako","S","America/Argentina/Mendoza"
"913","East Meganberg Airport","East Meganberg","Palestinian Territory","GAS","SVJP","80.0029745","37.515938","10","Europe/Malta","A","Asia/Taipei"
"914","Cathyfurt Airport","Cathyfurt","Slovakia (Slovak Republic)","EPJ","JGHK","45.1836265","-170.274040","194","Africa/Dar_es_Salaam","E","Europe/Tallinn"
"915","New Emily Airport","New Emily","Armenia","TOG","HFVD","30.524719","57.203859","604","Europe/Paris","U","Africa/Porto-Novo"
"916","Davidtown Airport","Davidtown","Western Sahara","BHO","GFCG","-84.3749965","87.516382","601","Pacific/Galapagos","E","Asia/Phnom_Penh"
"917","Tanyafort Airport","Tanyafort","Bouvet Island (Bouvetoya)","QQF","CUSY","-28.8335715","152.483739","235","Asia/Thimphu","A","Europe/Tallinn"
"918","Lake Melissaborough Airport","Lake Melissaborough","Canada","PXZ","ZFPR","39.082453","72.371531","536","America/El_Salvador","U","Asia/Colombo"
"919","Ethantown Airport","Ethantown","Iran","QBC","QWQY","-84.294253","80.456200","944","Indian/Maldives","Z","America/Asuncion"
"920","Bradleyborough Airport","Bradleyborough","Niue","AWJ","AIGS","-33.130251","-39.183256","358","Pacific/Chatham","Z","America/Costa_Rica"
"921","Trantown Airport","Trantown","Micronesia","CXK","GKRZ","46.846301","173.563352","548","Europe/Warsaw","S","Atlantic/Reykjavik"
"922","West Robertmouth Airport","West Robertmouth","Montserrat","TDD","MSJM","-59.654232","-79.334179","744","Asia/Kuching","O","America/Caracas"
"923","Justinton Airport","Justinton","Saint Lucia","IZI","VSZX","45.315692","20.114613","259","Asia/Vientiane","E","America/Cancun"
"924","East Derek Airport","East Derek","Zambia","LNR","ZHUN","-40.632344","15.011719","988","America/Managua","O","Europe/Brussels"
"925","East Jamesport Airport","East Jamesport","Barbados","KGW","TSKC","-21.578599","14.934233","904","Europe/Vilnius","E","Asia/Shanghai"
"926","Johnsonfurt Airport","Johnsonfurt","Taiwan","XGE","YKSZ","-44.9837345","-43.792222","185","Africa/Johannesburg","S","Pacific/Port_Moresby"
"927","East Richard Airport","East Richard","Turks and Caicos Islands","OOV","PNDP","47.788244","-74.926066","624","Asia/Singapore","U","Indian/Mahe"
"928","New Jenniferport Airport","New Jenniferport","Malta","YPX","FOIP","6.1587215","66.053376","156","Europe/Budapest","A","Africa/Blantyre"
"929","Johnmouth Airport","Johnmouth","Mongolia","VBY","FCCI","2.2155695","49.225309","295","Indian/Comoro","E","America/Guyana"
"930","Russellmouth Airport","Russellmouth","Malta","WHG","WLSJ","0.7008785","-41.803765","928","Pacific/Galapagos","S","Europe/Zurich"
"931","Sheppardborough Airport","Sheppardborough","Czech Republic","IFM","VKIA","67.858101","-154.149855","603","Asia/Bishkek","S","Africa/Lusaka"
"932","Johnstonchester Airport","Johnstonchester","Cook Islands","ODM","LQKQ","-85.635834","-29.858106","579","Asia/Katmandu","A","Asia/Nicosia"
"933","Port David Airport","Port David","Burundi","JVF","VXVE","80.2745435","29.313376","773","Pacific/Tongatapu","A","Africa/Windhoek"
"934","West Vincentburgh Airport","West Vincentburgh","Bulgaria","WPU","FGPU","-2.825959","62.574245","50","Asia/Riyadh","U","Europe/Podgorica"
"935","New Rhondafort Airport","New Rhondafort","Hungary","JSE","TKNK","-14.6969945","-60.521546","612","Asia/Tehran","A","Africa/Gaborone"
"936","West Tracytown Airport","West Tracytown","North Macedonia","TDQ","MGTL","-23.1287335","167.647565","788","Asia/Tehran","Z","Pacific/Tongatapu"
"937","East Ricardoshire Airport","East Ricardoshire","Luxembourg","UKF","HVET","-84.8478055","-42.765033","733","Europe/Kyiv","U","Asia/Gaza"
"938","Wagnerstad Airport","Wagnerstad","Jordan","WKM","MJTP","-58.966049","54.160260","26","America/Guyana","Z","Africa/Lusaka"
"939","West Kelli Airport","West Kelli","Korea","LDF","UKWM","8.762719","109.114328","621","Africa/Abidjan","N","America/Paramaribo"
"940","East Francisco Airport","East Francisco","Pakistan","FSU","HFDZ","-44.283486","-71.828228","805","Asia/Kabul","O","Europe/Vienna"
"941","Whitefort Airport","Whitefort","Chile","VYZ","ULOU","53.329847","153.605484","295","America/Jamaica","N","Asia/Yerevan"
"942","West Johnland Airport","West Johnland","Lao People's Democratic Republic","XVT","BMLG","26.120424","-32.814375","370","Africa/Monrovia","U","Africa/Douala"
"943","Spencerview Airport","Spencerview","Burkina Faso","TPH","ZDFE","27.5055415","-67.724245","550","Africa/Douala","E","Europe/Sarajevo"
"944","North Troystad Airport","North Troystad","Bahrain","RIK","IYXW","-51.1161545","132.106414","836","Pacific/Apia","A","Europe/Belgrade"
"945","Foxland Airport","Foxland","Malta","LOF","NNCJ","72.0958135","-162.589367","966","Africa/Accra","S","Atlantic/Cape_Verde"
"946","West Brianaville Airport","West Brianaville","Niue","GBX","FLGT","56.4394835","-154.095628","460","Asia/Thimphu","S","Europe/Rome"
"947","West Brandonmouth Airport","West Brandonmouth","Heard Island and McDonald Islands","JJO","LIJU","72.470229","-101.107766","838","Africa/Ndjamena","U","Asia/Nicosia"
"948","South Andrewborough Airport","South Andrewborough","United States Minor Outlying Islands","QXT","ILAX","-73.621680","-171.158946","420","Asia/Damascus","N","Pacific/Efate"
"949","Leahtown Airport","Leahtown","Mayotte","NDD","YYSL","58.8796995","92.127898","386","Asia/Gaza","S","Asia/Aden"
"950","Sandrahaven Airport","Sandrahaven","Cocos (Keeling) Islands","RUA","JVHC","-70.4504165","-154.101076","847","America/Indiana/Marengo","Z","Europe/Budapest"
"951","Morganland Airport","Morganland","Kyrgyz Republic","QRD","QKGT","51.7331375","63.320375","952","America/El_Salvador","Z","Africa/Algiers"
"952","Joseville Airport","Joseville","Greece","BKJ","JRIQ","-46.6739055","79.461626","656","America/Hermosillo","U","Africa/Harare"
"953","Markside Airport","Markside","Paraguay","SHN","JPCO","-86.473032","-161.536646","156","America/Grenada","Z","Africa/Libreville"
"954","South Laura Airport","South Laura","Thailand","FZC","EQWZ","-50.363160","170.238243","545","Asia/Manila","E","America/Dominica"
"955","Mcdanielmouth Airport","Mcdanielmouth","Mauritania","FHW","LWQN","13.071619","170.240936","97","Africa/Dar_es_Salaam","O","Africa/Lusaka"
"956","West Laura Airport","West Laura","Bahamas","VPV","YWFM","11.721237","-18.318922","839","Europe/Tirane","Z","Africa/Ndjamena"
"957","Tylerfort Airport","Tylerfort","Armenia","AVW","DKPM","-45.2421945","109.919931","803","Pacific/Fiji","O","America/Bogota"
"958","West Juliefurt Airport","West Juliefurt","Antigua and Barbuda","WXJ","BCGE","83.8180055","5.425899","459","Asia/Saigon","O","Africa/Harare"
"959","Changville Airport","Changville","Korea","RSX","PFCO","-25.982235","-34.015230","937","Europe/Vilnius","E","Africa/Niamey"
"960","Fowlerport Airport","Fowlerport","Italy","TWG","NRLQ","-33.0152865","-80.442495","843","Europe/Dublin","N","Asia/Kuwait"
"961","Lake Jenna Airport","Lake Jenna","Armenia","YYB","TLWR","61.666664","-125.944543","79","Europe/Vienna","A","Asia/Calcutta"
"962","Brentville Airport","Brentville","Namibia","KVO","GZZR","50.3016095","164.534681","1","Asia/Gaza","U","America/Panama"
"963","Lake Meghanbury Airport","Lake Meghanbury","Monaco","DLE","YTDW","19.542618","6.063961","42","America/Santo_Domingo","Z","Europe/Bucharest"
"964","West Andrew Airport","West Andrew","Suriname","CVC","SHPO","-75.930231","-160.114762","686","Africa/Accra","Z","Asia/Samarkand"
"965","North Timothyville Airport","North Timothyville","Togo","UCL","DEKO","83.291786","106.153367","979","Asia/Tokyo","U","America/Guatemala"
"966","Rosarioberg Airport","Rosarioberg","Bosnia and Herzegovina","JVZ","ESKL","74.6492895","163.165708","484","America/Nassau","N","Indian/Comoro"
"967","East Brettmouth Airport","East Brettmouth","Wallis and Futuna","GBG","YHRY","-88.4655345","-137.070382","147","Africa/Sao_Tome","N","Atlantic/Canary"
"968","Davidtown Airport","Davidtown","South Georgia and the South Sandwich Islands","AGY","BTBX","-88.263264","163.671396","275","America/Grenada","N","Pacific/Port_Moresby"
"969","Rachelville Airport","Rachelville","El Salvador","RDZ","CWVJ","10.428876","35.129796","43","America/Guatemala","O","Africa/Kampala"
"970","Harrismouth Airport","Harrismouth","Rwanda","JCC","CGIB","-27.1104985","-15.209811","554","Europe/Warsaw","E","Pacific/Tarawa"
"971","Sharontown Airport","Sharontown","Kenya","KHT","EQUN","81.933833","-125.696115","157","Africa/Abidjan","U","Asia/Saigon"
"972","Melodytown Airport","Melodytown","Angola","UBO","GMVB","-14.5036315","-46.259443","467","America/St_Lucia","E","Asia/Pyongyang"
"973","Lake Sheila Airport","Lake Sheila","El Salvador","GLE","UHVP","62.967826","118.014200","145","America/Guatemala","O","Pacific/Efate"
"974","New Heather Airport","New Heather","Heard Island and McDonald Islands","FVH","FGIL","69.2123955","146.153159","802","Asia/Thimphu","U","Asia/Singapore"
"975","Margaretburgh Airport","Margaretburgh","Montserrat","FGX","KRSX","84.120803","63.272054","64","America/Jamaica","U","Asia/Rangoon"
"976","North Heatherview Airport","North Heatherview","Pakistan","YPD","VGDF","16.186847","157.386239","599","Asia/Kabul","S","Africa/Luanda"
"977","North Brandon Airport","North Brandon","New Caledonia","FVG","BVNW","-58.9873045","-109.062833","679","Europe/Dublin","A","America/Nassau"
"978","New Justin Airport","New Justin","New Caledonia","RWT","RJTI","-15.5495265","-159.858552","886","Pacific/Majuro","A","Europe/Monaco"
"979","Jasonbury Airport","Jasonbury","United Arab Emirates","NSB","ZWZT","-34.490188","-173.053039","259","Africa/Dar_es_Salaam","Z","Asia/Singapore"
"980","Karinafurt Airport","Karinafurt","Guatemala","OFQ","ZUHT","-29.0043845","-153.066898","171","America/St_Lucia","O","Asia/Ashgabat"
"981","Eddiechester Airport","Eddiechester","Korea","XPJ","ZMQT","82.8078135","177.877180","844","Africa/Freetown","Z","America/Guatemala"
"982","Bentleyhaven Airport","Bentleyhaven","Fiji","BGL","EFLI","-74.4457185","-113.540159","978","Asia/Beirut","U","Africa/Tripoli"
"983","Christopherport Airport","Christopherport","Somalia","NBQ","DWND","7.2946295","5.968019","697","Asia/Singapore","U","Europe/Warsaw"
"984","Eduardoborough Airport","Eduardoborough","Netherlands Antilles","MJO","SHEI","-20.4068475","6.966743","654","Europe/Skopje","U","Europe/Warsaw"
"985","Lake Margaret Airport","Lake Margaret","Myanmar","VNE","IJXR","58.053293","-60.888728","702","Africa/Asmera","N","Europe/Berlin"
"986","Mcclureborough Airport","Mcclureborough","Jordan","BVD","GUSV","84.094982","64.675802","252","America/Asuncion","N","Asia/Vientiane"
"987","Brewerfort Airport","Brewerfort","Palestinian Territory","YDZ","AZPS","2.1741745","53.868123","641","Asia/Singapore","O","Africa/Freetown"
"988","East Melissa Airport","East Melissa","Belize","QVP","BXNU","29.448434","135.561641","873","Asia/Tokyo","A","Africa/Libreville"
"989","Lake Curtis Airport","Lake Curtis","Thailand","YOZ","YJUA","-72.268358","12.737888","595","Europe/Bratislava","Z","Europe/Luxembourg"
"990","Phamchester Airport","Phamchester","Tuvalu","CEK","AGBG","75.3537855","-6.412287","144","America/Port_of_Spain","U","Europe/Luxembourg"
"991","Shariside Airport","Shariside","Congo","PML","SWBK","-39.2208415","149.436588","505","Europe/Ljubljana","Z","Africa/Tripoli"
"992","East Jenniferbury Airport","East Jenniferbury","Palestinian Territory","GGI","SGQY","-63.317611","151.851816","693","Asia/Muscat","E","Asia/Bishkek"
"993","West Melanieburgh Airport","West Melanieburgh","Seychelles","VQL","IQSW","-22.3722375","-75.608720","381","Africa/Ndjamena","U","Europe/Bucharest"
"994","Lopezside Airport","Lopezside","Iran","SZG","BQBW","-29.287705","-63.819232","490","America/Pangnirtung","N","Asia/Manila"
"995","Sanchezbury Airport","Sanchezbury","Holy See (Vatican City State)","MGC","CUMS","61.8604835","-77.038362","568","Africa/Mbabane","Z","Africa/Addis_Ababa"
"996","Flemingfurt Airport","Flemingfurt","Armenia","WVQ","WEQJ","-63.698617","14.874098","391","Africa/Addis_Ababa","U","Pacific/Guadalcanal"
