"id","start_id","start_vertex_type","end_id","end_vertex_type","distance"
"4490","3039","AirPort","845","AirPort","12168"
"4491","2954","AirPort","640","AirPort","10153"
"4492","99","AirPort","207","AirPort","13291"
"4493","3075","AirPort","3425","AirPort","8759"
"4494","477","AirPort","2187","AirPort","9393"
"4495","2825","AirPort","573","AirPort","11536"
"4496","1596","AirPort","2912","AirPort","14299"
"4497","1810","AirPort","2126","AirPort","9314"
"4498","183","AirPort","1635","AirPort","8515"
"4499","3030","AirPort","2879","AirPort","768"
"4500","2457","AirPort","821","AirPort","11809"
"4501","2225","AirPort","2646","AirPort","8080"
"4502","2568","AirPort","369","AirPort","8236"
"4503","1215","AirPort","2525","AirPort","12369"
"4504","2150","AirPort","847","AirPort","12759"
"4505","2729","AirPort","3098","AirPort","1183"
"4506","3053","AirPort","2594","AirPort","3165"
"4507","1911","AirPort","170","AirPort","6643"
"4508","2332","AirPort","19","AirPort","7581"
"4509","977","AirPort","1571","AirPort","10516"
"4510","1046","AirPort","916","AirPort","3474"
"4511","1593","AirPort","2257","AirPort","12848"
"4512","2261","AirPort","2789","AirPort","1692"
"4513","2655","AirPort","1228","AirPort","5956"
"4514","405","AirPort","860","AirPort","10140"
"4515","2565","AirPort","2128","AirPort","1099"
"4516","3367","AirPort","805","AirPort","2814"
"4517","680","AirPort","432","AirPort","10649"
"4518","2286","AirPort","3406","AirPort","14463"
"4519","1467","AirPort","3257","AirPort","12809"
"4520","1816","AirPort","525","AirPort","6225"
"4521","2756","AirPort","1185","AirPort","11468"
"4522","2093","AirPort","3445","AirPort","1113"
"4523","2695","AirPort","1359","AirPort","10164"
"4524","2985","AirPort","2634","AirPort","1422"
"4525","297","AirPort","307","AirPort","5143"
"4526","855","AirPort","3131","AirPort","7221"
"4527","369","AirPort","2175","AirPort","3150"
"4528","1906","AirPort","459","AirPort","3328"
"4529","3091","AirPort","822","AirPort","11020"
"4530","3395","AirPort","2787","AirPort","10785"
"4531","1788","AirPort","3352","AirPort","15427"
"4532","1404","AirPort","2898","AirPort","6679"
"4533","1559","AirPort","2979","AirPort","7302"
"4534","3137","AirPort","3379","AirPort","784"
"4535","211","AirPort","2610","AirPort","3772"
"4536","1828","AirPort","2491","AirPort","9216"
"4537","721","AirPort","1771","AirPort","5355"
"4538","1637","AirPort","1541","AirPort","9347"
"4539","2962","AirPort","3497","AirPort","5335"
"4540","172","AirPort","3194","AirPort","15350"
"4541","2068","AirPort","2962","AirPort","8208"
"4542","1178","AirPort","649","AirPort","6671"
"4543","2370","AirPort","162","AirPort","6481"
"4544","2174","AirPort","1125","AirPort","8230"
"4545","2854","AirPort","3359","AirPort","13773"
"4546","427","AirPort","824","AirPort","7992"
"4547","2563","AirPort","1000","AirPort","337"
"4548","2227","AirPort","2902","AirPort","1869"
"4549","1332","AirPort","1130","AirPort","13002"
"4550","3123","AirPort","3038","AirPort","1560"
"4551","1971","AirPort","1228","AirPort","15699"
"4552","2882","AirPort","2940","AirPort","4867"
"4553","2717","AirPort","3123","AirPort","13596"
"4554","1481","AirPort","1203","AirPort","15414"
"4555","1610","AirPort","1291","AirPort","14652"
"4556","3373","AirPort","2465","AirPort","3018"
"4557","3288","AirPort","2919","AirPort","9602"
"4558","2207","AirPort","3352","AirPort","2486"
"4559","430","AirPort","3270","AirPort","11805"
"4560","904","AirPort","3382","AirPort","2388"
"4561","3282","AirPort","47","AirPort","5941"
"4562","2906","AirPort","1729","AirPort","3282"
"4563","1288","AirPort","1926","AirPort","12692"
"4564","3041","AirPort","3122","AirPort","5335"
"4565","2711","AirPort","3329","AirPort","2826"
"4566","1566","AirPort","1779","AirPort","11494"
"4567","2588","AirPort","1178","AirPort","12899"
"4568","3297","AirPort","1075","AirPort","1193"
"4569","3248","AirPort","1616","AirPort","8116"
"4570","1622","AirPort","3184","AirPort","13882"
"4571","2108","AirPort","2936","AirPort","11424"
"4572","3372","AirPort","3420","AirPort","2947"
"4573","1137","AirPort","1016","AirPort","4808"
"4574","2347","AirPort","3194","AirPort","9883"
"4575","2944","AirPort","292","AirPort","5100"
"4576","955","AirPort","3162","AirPort","5463"
"4577","3384","AirPort","2532","AirPort","9187"
"4578","1381","AirPort","1478","AirPort","6145"
"4579","2868","AirPort","3050","AirPort","15835"
"4580","3282","AirPort","1184","AirPort","5091"
"4581","925","AirPort","1573","AirPort","13711"
"4582","149","AirPort","3109","AirPort","10445"
"4583","1106","AirPort","1862","AirPort","11365"
"4584","3183","AirPort","160","AirPort","15761"
"4585","3058","AirPort","3383","AirPort","636"
"4586","1799","AirPort","2972","AirPort","11880"
"4587","1183","AirPort","789","AirPort","5233"
"4588","3389","AirPort","1407","AirPort","1507"
"4589","1831","AirPort","2892","AirPort","1706"
"4590","2369","AirPort","3046","AirPort","13146"
"4591","2411","AirPort","2224","AirPort","2030"
"4592","2072","AirPort","1885","AirPort","3178"
"4593","540","AirPort","3386","AirPort","10391"
"4594","2908","AirPort","2840","AirPort","3688"
"4595","732","AirPort","381","AirPort","1330"
"4596","148","AirPort","1514","AirPort","2369"
"4597","3039","AirPort","629","AirPort","15290"
"4598","821","AirPort","2397","AirPort","1883"
"4599","1400","AirPort","2069","AirPort","9908"
"4600","2228","AirPort","74","AirPort","3666"
"4601","2429","AirPort","2435","AirPort","8116"
"4602","3168","AirPort","1325","AirPort","2044"
"4603","2764","AirPort","3","AirPort","10140"
"4604","3494","AirPort","78","AirPort","5847"
"4605","183","AirPort","2843","AirPort","13916"
"4606","830","AirPort","2975","AirPort","2610"
"4607","2810","AirPort","461","AirPort","7481"
"4608","2444","AirPort","912","AirPort","2431"
"4609","1850","AirPort","1708","AirPort","8851"
"4610","711","AirPort","1881","AirPort","5238"
"4611","2020","AirPort","463","AirPort","10497"
"4612","129","AirPort","3430","AirPort","3695"
"4613","254","AirPort","3181","AirPort","12007"
"4614","488","AirPort","3050","AirPort","9837"
"4615","129","AirPort","1263","AirPort","9199"
"4616","1148","AirPort","3239","AirPort","6636"
"4617","1248","AirPort","3149","AirPort","7558"
"4618","1095","AirPort","2687","AirPort","5710"
"4619","1237","AirPort","2200","AirPort","7226"
"4620","3180","AirPort","2797","AirPort","9505"
"4621","2094","AirPort","3192","AirPort","5631"
"4622","2497","AirPort","587","AirPort","15368"
"4623","1475","AirPort","2959","AirPort","13185"
"4624","2701","AirPort","301","AirPort","12604"
"4625","2918","AirPort","3292","AirPort","13450"
"4626","3391","AirPort","3371","AirPort","5006"
"4627","2960","AirPort","1925","AirPort","101"
"4628","1893","AirPort","2441","AirPort","15058"
"4629","650","AirPort","1718","AirPort","5865"
"4630","2288","AirPort","478","AirPort","4879"
"4631","1730","AirPort","193","AirPort","725"
"4632","1412","AirPort","3247","AirPort","14587"
"4633","2904","AirPort","721","AirPort","9129"
"4634","2102","AirPort","228","AirPort","11333"
"4635","1984","AirPort","2451","AirPort","2776"
"4636","3276","AirPort","628","AirPort","6434"
"4637","505","AirPort","2027","AirPort","15181"
"4638","175","AirPort","1209","AirPort","7438"
"4639","3050","AirPort","515","AirPort","2637"
"4640","2701","AirPort","1022","AirPort","4367"
"4641","2370","AirPort","2090","AirPort","7909"
"4642","222","AirPort","179","AirPort","9446"
"4643","3307","AirPort","658","AirPort","11512"
"4644","258","AirPort","2294","AirPort","4465"
"4645","2850","AirPort","3287","AirPort","14725"
"4646","421","AirPort","1343","AirPort","112"
"4647","1330","AirPort","2506","AirPort","4732"
"4648","3092","AirPort","2895","AirPort","11713"
"4649","785","AirPort","2578","AirPort","15243"
"4650","2967","AirPort","3217","AirPort","1945"
"4651","1","AirPort","1604","AirPort","10283"
"4652","1608","AirPort","3205","AirPort","8351"
"4653","1296","AirPort","2947","AirPort","259"
"4654","3183","AirPort","81","AirPort","6653"
"4655","1444","AirPort","287","AirPort","2738"
"4656","1623","AirPort","1229","AirPort","8153"
"4657","670","AirPort","503","AirPort","3871"
"4658","883","AirPort","1072","AirPort","5821"
"4659","764","AirPort","3492","AirPort","406"
"4660","344","AirPort","682","AirPort","7232"
"4661","2212","AirPort","947","AirPort","8738"
"4662","586","AirPort","2980","AirPort","10584"
"4663","2755","AirPort","3188","AirPort","8211"
"4664","719","AirPort","2135","AirPort","6173"
"4665","3029","AirPort","1013","AirPort","1354"
"4666","1086","AirPort","3450","AirPort","5472"
"4667","1535","AirPort","3297","AirPort","6375"
"4668","171","AirPort","84","AirPort","3973"
"4669","688","AirPort","301","AirPort","3619"
"4670","308","AirPort","484","AirPort","785"
"4671","1876","AirPort","1647","AirPort","2436"
"4672","1161","AirPort","631","AirPort","13886"
"4673","1834","AirPort","1247","AirPort","7548"
"4674","1927","AirPort","765","AirPort","8343"
"4675","1527","AirPort","2035","AirPort","10801"
"4676","2293","AirPort","1517","AirPort","5279"
"4677","1397","AirPort","1878","AirPort","8835"
"4678","1765","AirPort","3046","AirPort","4760"
"4679","2482","AirPort","1342","AirPort","9430"
"4680","2888","AirPort","3229","AirPort","5860"
"4681","3230","AirPort","1713","AirPort","15869"
"4682","3053","AirPort","2783","AirPort","2732"
"4683","2032","AirPort","2908","AirPort","855"
"4684","2481","AirPort","21","AirPort","7041"
"4685","135","AirPort","1391","AirPort","604"
"4686","3494","AirPort","2299","AirPort","14477"
"4687","177","AirPort","1787","AirPort","2385"
"4688","1052","AirPort","686","AirPort","9682"
"4689","2561","AirPort","3060","AirPort","11203"
"4690","2439","AirPort","1166","AirPort","6480"
"4691","910","AirPort","2691","AirPort","3031"
"4692","953","AirPort","2457","AirPort","3537"
"4693","2481","AirPort","665","AirPort","5198"
"4694","2735","AirPort","229","AirPort","13408"
"4695","1168","AirPort","2083","AirPort","2757"
"4696","1966","AirPort","1059","AirPort","5353"
"4697","2959","AirPort","2615","AirPort","1581"
"4698","3472","AirPort","811","AirPort","14997"
"4699","3427","AirPort","3299","AirPort","2467"
"4700","1699","AirPort","419","AirPort","13167"
"4701","2444","AirPort","3419","AirPort","422"
"4702","386","AirPort","1214","AirPort","14086"
"4703","546","AirPort","1444","AirPort","8862"
"4704","176","AirPort","391","AirPort","12901"
"4705","3160","AirPort","1942","AirPort","279"
"4706","2218","AirPort","1207","AirPort","372"
"4707","1925","AirPort","2043","AirPort","310"
"4708","1978","AirPort","2543","AirPort","15120"
"4709","2584","AirPort","1966","AirPort","15393"
"4710","974","AirPort","1745","AirPort","13995"
"4711","1798","AirPort","2440","AirPort","672"
"4712","1547","AirPort","3190","AirPort","6957"
"4713","2577","AirPort","408","AirPort","318"
"4714","3354","AirPort","1508","AirPort","10589"
"4715","1772","AirPort","3042","AirPort","13593"
"4716","462","AirPort","1445","AirPort","10211"
"4717","941","AirPort","1428","AirPort","14986"
"4718","1825","AirPort","3278","AirPort","6314"
"4719","1414","AirPort","3130","AirPort","9488"
"4720","3481","AirPort","652","AirPort","821"
"4721","1057","AirPort","2431","AirPort","8290"
"4722","1874","AirPort","430","AirPort","4091"
"4723","2496","AirPort","1089","AirPort","2086"
"4724","2701","AirPort","144","AirPort","9342"
"4725","3436","AirPort","150","AirPort","8789"
"4726","1863","AirPort","2813","AirPort","14692"
"4727","2599","AirPort","212","AirPort","10221"
"4728","1103","AirPort","3066","AirPort","1651"
"4729","512","AirPort","3431","AirPort","3751"
"4730","348","AirPort","1516","AirPort","8010"
"4731","1202","AirPort","174","AirPort","6118"
"4732","49","AirPort","1201","AirPort","6100"
"4733","2493","AirPort","2880","AirPort","9739"
"4734","2196","AirPort","2793","AirPort","443"
"4735","1831","AirPort","2670","AirPort","6612"
"4736","53","AirPort","3291","AirPort","9459"
"4737","1385","AirPort","2789","AirPort","6981"
"4738","1637","AirPort","3298","AirPort","879"
"4739","3060","AirPort","139","AirPort","7153"
"4740","3454","AirPort","1254","AirPort","5475"
"4741","917","AirPort","1505","AirPort","8742"
"4742","155","AirPort","1283","AirPort","14491"
"4743","2431","AirPort","2384","AirPort","3176"
"4744","3038","AirPort","2349","AirPort","3808"
"4745","1329","AirPort","2369","AirPort","11054"
"4746","2500","AirPort","2578","AirPort","13761"
"4747","3250","AirPort","99","AirPort","6223"
"4748","1859","AirPort","895","AirPort","10489"
"4749","417","AirPort","2148","AirPort","190"
"4750","872","AirPort","2312","AirPort","11845"
"4751","412","AirPort","3046","AirPort","9713"
"4752","3384","AirPort","132","AirPort","1072"
"4753","2986","AirPort","3150","AirPort","1215"
"4754","1852","AirPort","1332","AirPort","909"
"4755","1770","AirPort","401","AirPort","14019"
"4756","3280","AirPort","1884","AirPort","11629"
"4757","945","AirPort","1897","AirPort","2919"
"4758","2063","AirPort","3061","AirPort","5485"
"4759","960","AirPort","712","AirPort","8498"
"4760","1125","AirPort","3300","AirPort","5138"
"4761","419","AirPort","932","AirPort","6814"
"4762","3223","AirPort","2909","AirPort","6328"
"4763","2360","AirPort","1748","AirPort","3597"
"4764","1283","AirPort","1358","AirPort","9239"
"4765","111","AirPort","563","AirPort","7037"
"4766","711","AirPort","2021","AirPort","5193"
"4767","2503","AirPort","1175","AirPort","978"
"4768","567","AirPort","1035","AirPort","10061"
"4769","1153","AirPort","259","AirPort","8351"
"4770","2903","AirPort","705","AirPort","2858"
"4771","3283","AirPort","2326","AirPort","1210"
"4772","2740","AirPort","2382","AirPort","15644"
"4773","1687","AirPort","3366","AirPort","5360"
"4774","1326","AirPort","2883","AirPort","9910"
"4775","2498","AirPort","355","AirPort","13534"
"4776","2076","AirPort","2011","AirPort","13271"
"4777","1881","AirPort","1168","AirPort","5754"
"4778","2815","AirPort","2071","AirPort","12126"
"4779","1454","AirPort","1063","AirPort","2712"
"4780","474","AirPort","2020","AirPort","662"
"4781","1974","AirPort","1323","AirPort","12533"
"4782","2766","AirPort","855","AirPort","7139"
"4783","2334","AirPort","2246","AirPort","8408"
"4784","1377","AirPort","902","AirPort","10253"
"4785","959","AirPort","594","AirPort","13079"
"4786","2186","AirPort","2489","AirPort","1006"
"4787","1746","AirPort","2064","AirPort","1809"
"4788","1931","AirPort","1014","AirPort","2342"
"4789","2212","AirPort","3453","AirPort","6429"
"4790","2409","AirPort","947","AirPort","2273"
"4791","508","AirPort","2680","AirPort","169"
"4792","2911","AirPort","1304","AirPort","12191"
"4793","2202","AirPort","3125","AirPort","12603"
"4794","1961","AirPort","568","AirPort","14644"
"4795","1199","AirPort","2696","AirPort","6472"
"4796","3020","AirPort","972","AirPort","13906"
"4797","1644","AirPort","2557","AirPort","3757"
"4798","756","AirPort","2431","AirPort","2972"
"4799","20","AirPort","2907","AirPort","2644"
"4800","1946","AirPort","1453","AirPort","11950"
"4801","1967","AirPort","165","AirPort","2345"
"4802","2704","AirPort","232","AirPort","14992"
"4803","3042","AirPort","1932","AirPort","5463"
"4804","3384","AirPort","1367","AirPort","2496"
"4805","793","AirPort","2708","AirPort","1920"
"4806","1514","AirPort","621","AirPort","4451"
"4807","883","AirPort","2902","AirPort","397"
"4808","1791","AirPort","1098","AirPort","5281"
"4809","3494","AirPort","1704","AirPort","13040"
"4810","3111","AirPort","1603","AirPort","371"
"4811","1203","AirPort","3163","AirPort","1883"
"4812","1606","AirPort","2100","AirPort","12721"
"4813","1425","AirPort","2879","AirPort","15731"
"4814","1442","AirPort","958","AirPort","561"
"4815","12","AirPort","3009","AirPort","2094"
"4816","1796","AirPort","428","AirPort","2963"
"4817","905","AirPort","345","AirPort","13556"
"4818","729","AirPort","3163","AirPort","7881"
"4819","2427","AirPort","1741","AirPort","8465"
"4820","1139","AirPort","3015","AirPort","11643"
"4821","3048","AirPort","2712","AirPort","1539"
"4822","3172","AirPort","1673","AirPort","7068"
"4823","1060","AirPort","2407","AirPort","13171"
"4824","65","AirPort","1649","AirPort","2014"
"4825","2789","AirPort","2078","AirPort","5890"
"4826","2975","AirPort","2161","AirPort","9546"
"4827","3245","AirPort","69","AirPort","1289"
"4828","399","AirPort","2683","AirPort","12314"
"4829","1942","AirPort","1028","AirPort","11147"
"4830","3046","AirPort","605","AirPort","1410"
"4831","667","AirPort","2622","AirPort","13552"
"4832","1130","AirPort","464","AirPort","149"
"4833","3354","AirPort","2266","AirPort","4101"
"4834","646","AirPort","166","AirPort","14739"
"4835","1126","AirPort","204","AirPort","8883"
"4836","480","AirPort","1941","AirPort","15320"
"4837","2123","AirPort","3434","AirPort","5111"
"4838","2586","AirPort","2622","AirPort","1764"
"4839","1187","AirPort","431","AirPort","523"
"4840","2415","AirPort","1043","AirPort","5782"
"4841","1016","AirPort","2137","AirPort","5564"
"4842","677","AirPort","561","AirPort","4368"
"4843","1990","AirPort","1349","AirPort","6374"
"4844","1647","AirPort","2318","AirPort","8880"
"4845","1787","AirPort","2551","AirPort","8213"
"4846","1838","AirPort","2336","AirPort","10386"
"4847","2044","AirPort","1960","AirPort","5264"
"4848","3379","AirPort","1022","AirPort","803"
"4849","3133","AirPort","512","AirPort","5355"
"4850","709","AirPort","1388","AirPort","9022"
"4851","3342","AirPort","1969","AirPort","2770"
"4852","518","AirPort","3152","AirPort","5910"
"4853","2830","AirPort","2005","AirPort","11979"
"4854","3467","AirPort","1497","AirPort","867"
"4855","966","AirPort","2802","AirPort","12782"
"4856","1076","AirPort","3468","AirPort","12417"
"4857","3012","AirPort","1202","AirPort","13332"
"4858","3303","AirPort","1620","AirPort","7057"
"4859","683","AirPort","1428","AirPort","14879"
"4860","1130","AirPort","2012","AirPort","12278"
"4861","847","AirPort","2883","AirPort","9244"
"4862","1028","AirPort","3410","AirPort","5595"
"4863","1399","AirPort","3377","AirPort","10633"
"4864","3225","AirPort","1167","AirPort","1093"
"4865","1325","AirPort","376","AirPort","6846"
"4866","266","AirPort","3386","AirPort","6380"
"4867","3439","AirPort","1120","AirPort","1258"
"4868","2542","AirPort","2659","AirPort","12424"
"4869","1389","AirPort","3115","AirPort","10475"
"4870","2794","AirPort","3021","AirPort","9691"
"4871","3257","AirPort","479","AirPort","13854"
"4872","112","AirPort","2481","AirPort","6358"
"4873","2472","AirPort","120","AirPort","4232"
"4874","1863","AirPort","176","AirPort","3182"
"4875","3081","AirPort","488","AirPort","3928"
"4876","2581","AirPort","3139","AirPort","10407"
"4877","1558","AirPort","64","AirPort","3954"
"4878","1808","AirPort","1031","AirPort","5334"
"4879","597","AirPort","232","AirPort","7266"
"4880","926","AirPort","2715","AirPort","15113"
"4881","853","AirPort","423","AirPort","10507"
"4882","1684","AirPort","638","AirPort","3942"
"4883","166","AirPort","837","AirPort","7897"
"4884","1184","AirPort","259","AirPort","12416"
"4885","2459","AirPort","1457","AirPort","15583"
"4886","3176","AirPort","2652","AirPort","10099"
"4887","2211","AirPort","3421","AirPort","12699"
"4888","717","AirPort","1634","AirPort","1905"
"4889","504","AirPort","459","AirPort","315"
"4890","86","AirPort","1042","AirPort","7796"
"4891","2335","AirPort","2841","AirPort","14197"
"4892","263","AirPort","338","AirPort","14855"
"4893","3356","AirPort","484","AirPort","427"
"4894","527","AirPort","3048","AirPort","4477"
"4895","1574","AirPort","1235","AirPort","9306"
"4896","3428","AirPort","2424","AirPort","10232"
"4897","1290","AirPort","2621","AirPort","607"
"4898","211","AirPort","2834","AirPort","5895"
"4899","3249","AirPort","2687","AirPort","11590"
"4900","2417","AirPort","2263","AirPort","15019"
"4901","2669","AirPort","2004","AirPort","13309"
"4902","2117","AirPort","360","AirPort","4683"
"4903","1798","AirPort","187","AirPort","6610"
"4904","2264","AirPort","656","AirPort","15034"
"4905","1322","AirPort","2664","AirPort","10082"
"4906","3471","AirPort","5","AirPort","7208"
"4907","1240","AirPort","2239","AirPort","1372"
"4908","1739","AirPort","2344","AirPort","7640"
"4909","3448","AirPort","130","AirPort","5720"
"4910","1702","AirPort","3044","AirPort","14404"
"4911","3014","AirPort","3467","AirPort","9894"
"4912","3465","AirPort","1617","AirPort","15868"
"4913","2822","AirPort","2103","AirPort","13600"
"4914","1785","AirPort","2013","AirPort","15715"
"4915","2205","AirPort","1488","AirPort","15036"
"4916","665","AirPort","3267","AirPort","13443"
"4917","1994","AirPort","1707","AirPort","14162"
"4918","33","AirPort","938","AirPort","13133"
"4919","2023","AirPort","2573","AirPort","7442"
"4920","1644","AirPort","3052","AirPort","12163"
"4921","1015","AirPort","2393","AirPort","6745"
"4922","2985","AirPort","2781","AirPort","7750"
"4923","723","AirPort","1913","AirPort","6002"
"4924","706","AirPort","165","AirPort","8939"
"4925","3453","AirPort","1388","AirPort","274"
"4926","712","AirPort","1308","AirPort","5819"
"4927","1220","AirPort","2916","AirPort","14952"
"4928","1696","AirPort","3286","AirPort","11514"
"4929","1172","AirPort","84","AirPort","4681"
"4930","15","AirPort","3279","AirPort","1955"
"4931","3335","AirPort","2581","AirPort","3756"
"4932","1678","AirPort","3285","AirPort","14298"
"4933","3380","AirPort","2237","AirPort","11749"
"4934","289","AirPort","3414","AirPort","13547"
"4935","1187","AirPort","1861","AirPort","15319"
"4936","2404","AirPort","2518","AirPort","10509"
"4937","3495","AirPort","128","AirPort","11783"
"4938","588","AirPort","1835","AirPort","8294"
"4939","970","AirPort","1523","AirPort","2809"
"4940","1454","AirPort","77","AirPort","10683"
"4941","606","AirPort","2379","AirPort","11416"
"4942","1614","AirPort","724","AirPort","8567"
"4943","2601","AirPort","2986","AirPort","11164"
"4944","2076","AirPort","1526","AirPort","15853"
"4945","2834","AirPort","3499","AirPort","13205"
"4946","1528","AirPort","2503","AirPort","13736"
"4947","2427","AirPort","1066","AirPort","2766"
"4948","1505","AirPort","2528","AirPort","12548"
"4949","2641","AirPort","445","AirPort","5541"
"4950","539","AirPort","248","AirPort","7927"
"4951","2281","AirPort","727","AirPort","9711"
"4952","2612","AirPort","468","AirPort","10172"
"4953","1520","AirPort","1758","AirPort","5379"
"4954","1810","AirPort","2678","AirPort","14701"
"4955","209","AirPort","1332","AirPort","15351"
"4956","1099","AirPort","1251","AirPort","4651"
"4957","1863","AirPort","2601","AirPort","135"
"4958","368","AirPort","2889","AirPort","11108"
"4959","2734","AirPort","3443","AirPort","14087"
"4960","2499","AirPort","2243","AirPort","8925"
"4961","2231","AirPort","1933","AirPort","688"
"4962","3208","AirPort","1693","AirPort","4082"
"4963","1034","AirPort","2041","AirPort","523"
"4964","538","AirPort","1373","AirPort","13092"
"4965","2698","AirPort","426","AirPort","15593"
"4966","499","AirPort","3425","AirPort","4953"
"4967","3279","AirPort","926","AirPort","11312"
"4968","2122","AirPort","1549","AirPort","10546"
"4969","3066","AirPort","155","AirPort","15934"
"4970","3124","AirPort","241","AirPort","7834"
"4971","2155","AirPort","2235","AirPort","2604"
"4972","3039","AirPort","1933","AirPort","2775"
"4973","3274","AirPort","2388","AirPort","11773"
"4974","2736","AirPort","928","AirPort","8070"
"4975","3332","AirPort","2478","AirPort","1325"
"4976","937","AirPort","1458","AirPort","3329"
"4977","3310","AirPort","2264","AirPort","15308"
"4978","60","AirPort","2560","AirPort","4626"
"4979","3266","AirPort","2187","AirPort","1597"
"4980","1901","AirPort","1020","AirPort","15717"
"4981","3242","AirPort","3296","AirPort","11687"
"4982","679","AirPort","2719","AirPort","8295"
"4983","1980","AirPort","2949","AirPort","5197"
"4984","3113","AirPort","2338","AirPort","12207"
"4985","581","AirPort","1603","AirPort","14827"
"4986","2386","AirPort","1741","AirPort","7946"
"4987","2260","AirPort","1320","AirPort","4881"
"4988","1132","AirPort","729","AirPort","8198"
"4989","130","AirPort","248","AirPort","208"
"4990","3010","AirPort","736","AirPort","1319"
"4991","2429","AirPort","1931","AirPort","4490"
"4992","800","AirPort","1240","AirPort","598"
"4993","1054","AirPort","2048","AirPort","7850"
"4994","133","AirPort","3424","AirPort","719"
"4995","3038","AirPort","436","AirPort","8325"
"4996","3101","AirPort","661","AirPort","13064"
"4997","3453","AirPort","1862","AirPort","10093"
"4998","2927","AirPort","162","AirPort","1864"
"4999","3074","AirPort","1377","AirPort","10170"
"5000","380","AirPort","3249","AirPort","5274"
"5001","2079","AirPort","3234","AirPort","7158"
"5002","3414","AirPort","1010","AirPort","2343"
"5003","1042","AirPort","1091","AirPort","7286"
"5004","378","AirPort","1941","AirPort","7950"
"5005","2274","AirPort","591","AirPort","8302"
"5006","8","AirPort","1365","AirPort","15138"
"5007","1582","AirPort","2987","AirPort","12173"
"5008","2758","AirPort","1589","AirPort","13276"
"5009","2551","AirPort","1178","AirPort","13629"
"5010","2728","AirPort","3430","AirPort","15036"
"5011","1723","AirPort","1779","AirPort","10576"
"5012","52","AirPort","844","AirPort","13609"
"5013","2783","AirPort","1926","AirPort","4818"
"5014","449","AirPort","2859","AirPort","6037"
"5015","1592","AirPort","149","AirPort","7369"
"5016","851","AirPort","898","AirPort","1049"
"5017","1104","AirPort","2472","AirPort","1350"
"5018","2725","AirPort","1651","AirPort","2329"
"5019","1861","AirPort","3030","AirPort","10780"
"5020","3453","AirPort","2417","AirPort","3677"
"5021","661","AirPort","2362","AirPort","8135"
"5022","156","AirPort","2076","AirPort","3886"
"5023","179","AirPort","618","AirPort","4893"
"5024","402","AirPort","3078","AirPort","924"
"5025","1842","AirPort","880","AirPort","2173"
"5026","1346","AirPort","2983","AirPort","9526"
"5027","759","AirPort","1716","AirPort","3695"
"5028","1418","AirPort","3200","AirPort","5743"
"5029","239","AirPort","3347","AirPort","5257"
"5030","390","AirPort","2697","AirPort","4506"
"5031","1714","AirPort","3495","AirPort","5805"
"5032","1735","AirPort","2517","AirPort","14515"
"5033","228","AirPort","2878","AirPort","14204"
"5034","2107","AirPort","63","AirPort","11953"
"5035","2090","AirPort","2410","AirPort","4755"
"5036","2872","AirPort","2652","AirPort","10969"
"5037","369","AirPort","779","AirPort","2466"
"5038","1015","AirPort","112","AirPort","4999"
"5039","1803","AirPort","1497","AirPort","7011"
"5040","2411","AirPort","3082","AirPort","371"
"5041","876","AirPort","923","AirPort","5953"
"5042","2551","AirPort","2193","AirPort","12757"
"5043","2261","AirPort","1359","AirPort","14803"
"5044","1333","AirPort","2585","AirPort","6475"
"5045","566","AirPort","231","AirPort","9673"
"5046","1182","AirPort","205","AirPort","848"
"5047","3204","AirPort","1892","AirPort","13124"
"5048","1510","AirPort","2469","AirPort","3601"
"5049","557","AirPort","1484","AirPort","13342"
"5050","1911","AirPort","2420","AirPort","11960"
"5051","505","AirPort","63","AirPort","13120"
"5052","2186","AirPort","783","AirPort","4404"
"5053","2051","AirPort","3457","AirPort","295"
"5054","2805","AirPort","3003","AirPort","11001"
"5055","3227","AirPort","2730","AirPort","13628"
"5056","557","AirPort","2240","AirPort","12112"
"5057","2186","AirPort","2115","AirPort","1022"
"5058","1628","AirPort","3483","AirPort","2147"
"5059","1105","AirPort","313","AirPort","10583"
"5060","3320","AirPort","2745","AirPort","13640"
"5061","285","AirPort","1379","AirPort","3036"
"5062","1054","AirPort","670","AirPort","11847"
"5063","2991","AirPort","1666","AirPort","9506"
"5064","2517","AirPort","1763","AirPort","9119"
"5065","1422","AirPort","2304","AirPort","2960"
"5066","2227","AirPort","2449","AirPort","8471"
"5067","1446","AirPort","1360","AirPort","3343"
"5068","2216","AirPort","476","AirPort","7247"
"5069","1037","AirPort","1463","AirPort","7264"
"5070","703","AirPort","1237","AirPort","2899"
"5071","764","AirPort","2002","AirPort","11526"
"5072","2398","AirPort","814","AirPort","11864"
"5073","1085","AirPort","1030","AirPort","7658"
"5074","837","AirPort","1482","AirPort","11475"
"5075","1840","AirPort","2468","AirPort","13745"
"5076","2997","AirPort","3137","AirPort","1931"
"5077","482","AirPort","2547","AirPort","568"
"5078","899","AirPort","321","AirPort","1751"
"5079","622","AirPort","3466","AirPort","4044"
"5080","57","AirPort","599","AirPort","1859"
"5081","2537","AirPort","1750","AirPort","9872"
"5082","845","AirPort","3435","AirPort","4981"
"5083","69","AirPort","403","AirPort","1438"
"5084","406","AirPort","3067","AirPort","8252"
"5085","435","AirPort","673","AirPort","15289"
"5086","60","AirPort","244","AirPort","5412"
