"id","Name","Latitude","Longitude"
"982","Cynthiaport","-5.0322665","92.284012"
"983","Lake Paul","-57.1659105","-2.404856"
"984","Port Andrea","-58.0234565","176.209662"
"985","Lake Hannahhaven","-6.075387","111.015057"
"986","Port Erik","-48.1340425","-169.858687"
"987","New Brian","-48.892271","-6.898116"
"988","Kingfort","26.4960645","165.724053"
"989","Marychester","58.7186395","-157.597840"
"990","South Kristinastad","80.6667325","-93.051758"
"991","Palmerfort","-30.7932615","69.723456"
"992","North Karen","-82.0576995","-33.900318"
"993","South Justinville","-68.944005","27.341085"
"994","New Kathy","-75.668088","-133.761934"
"995","South Tracy","65.287611","171.836266"
"996","South Markhaven","33.398243","52.062707"
"997","Lake Dawntown","6.9653875","91.075993"
"998","Port Alyssatown","3.8186105","-175.333515"
"999","Scottside","54.883982","-4.620175"
"1000","North Meganport","-6.734590","-103.095226"
"1001","North Jenniferhaven","57.648402","-105.409291"
"1002","Douglasport","-86.6521765","-164.783240"
"1003","Wallacestad","-0.1329085","70.717602"
"1004","North Kevin","56.557619","-67.117926"
"1005","New Michelle","-33.762676","-14.576640"
"1006","Justinfurt","3.162641","-156.859679"
"1007","Zacharyfort","-75.4174105","174.515232"
"1008","Port Lauren","-72.2578215","160.171414"
"1009","Lake Evelyn","-29.019136","-8.585239"
"1010","New Cassandraport","-63.715238","-91.738334"
"1011","Rodriguezport","29.3767445","-60.018619"
"1012","North Perryborough","-68.1793955","-58.115813"
"1013","Richardsland","64.5581875","-176.896361"
"1014","West Kathytown","-46.114595","-18.867508"
"1015","North Bradport","-9.8612605","-83.005046"
"1016","West Janeville","-37.6001245","-121.806914"
"1017","Patriciafurt","-56.744993","8.320369"
"1018","West John","-67.828909","123.846293"
"1019","Jensenland","-73.012857","117.724992"
"1020","Kevinmouth","-56.136798","-126.982616"
"1021","New Alicia","33.3875215","152.410898"
"1022","New Richard","-46.8528235","78.603094"
"1023","New Jacobmouth","75.1522015","123.110804"
"1024","Pennyland","19.647314","176.762011"
"1025","Freemanchester","81.8730635","-126.610852"
"1026","North Kimberly","-9.9710475","-26.047642"
"1027","Port Jessica","-38.6093965","-145.985770"
"1028","Jasonshire","71.839423","28.525243"
"1029","Port Jessicashire","-22.357331","-174.241841"
"1030","Port Valerie","-68.6285575","-12.686387"
"1031","Mirandaburgh","-77.581870","0.092893"
"1032","Allenton","-45.1107765","-94.299255"
"1033","North Russell","-63.438124","37.371635"
"1034","Gomeztown","-77.239860","158.431807"
"1035","Stephanietown","-4.682250","-34.474555"
"1036","Port Amber","84.0475575","99.619703"
"1037","Halltown","-45.8341535","79.736856"
"1038","Stricklandville","48.041659","92.926499"
"1039","New Spencertown","67.0900055","43.401468"
"1040","Tammyfort","-34.142913","116.889985"
"1041","Beckershire","-4.964228","93.201768"
"1042","North Sarahtown","36.640473","-71.326794"
"1043","Jenniferport","74.503088","-87.285293"
"1044","North Bill","8.3033505","100.874905"
"1045","Lake Justin","-22.1007475","80.017116"
"1046","East Christina","-87.300972","48.492709"
"1047","Lake Amanda","-46.222966","105.078852"
"1048","Greenburgh","72.474158","28.921558"
"1049","South Stevenport","-44.153506","-81.401400"
"1050","Brennanview","57.7231995","-26.672694"
"1051","North Emilyview","34.1055385","63.855539"
"1052","Gibsonville","-54.9387565","94.857845"
"1053","Janiceton","30.813580","-145.901249"
"1054","Rubioton","62.9000825","-60.485345"
"1055","Mclaughlinchester","-66.390222","71.524932"
"1056","Adamsfurt","-23.8718225","-70.684548"
"1057","Lake Meaganton","-19.547607","83.262508"
"1058","Lake Vincentfurt","8.7447135","64.475352"
"1059","South Paul","-58.141981","-17.356267"
"1060","Perryview","16.1420105","72.455141"
"1061","Port Marioborough","76.968704","175.086409"
"1062","Lake Johnchester","-37.133284","49.676966"
"1063","New Ronald","37.7139925","9.681802"
"1064","Brittanyton","70.081546","-28.586432"
"1065","South Andrea","-72.447035","-0.080065"
"1066","Caitlinhaven","-46.2033545","-121.063737"
"1067","West Danielle","17.231671","-135.127570"
"1068","Cassandrahaven","-89.5450375","122.077941"
"1069","Lake Danielburgh","6.8762405","-39.345209"
"1070","Ronaldview","46.3676715","67.432268"
"1071","West Julieshire","-59.836689","-174.211746"
"1072","West Anthonybury","68.8793185","90.932330"
"1073","Richmondburgh","-0.345064","-21.438963"
"1074","Garciamouth","49.099879","-51.918118"
"1075","Sandersborough","29.496995","-51.141744"
"1076","New Jasmineberg","-83.5016145","136.412016"
"1077","New Natalie","-5.201292","-158.121677"
"1078","Gordonmouth","-85.8734215","-158.035494"
"1079","Lake Cheryl","71.4715765","68.399823"
"1080","Reynoldsborough","-82.7821755","60.114148"
"1081","New Kimberly","35.5289635","165.395456"
"1082","Lopezfurt","-7.099746","-111.148238"
"1083","East Michaelmouth","-71.165087","15.514345"
"1084","West Elizabethburgh","-58.165039","138.543955"
"1085","Lake Natashamouth","-35.434038","-69.226269"
"1086","Myerstown","20.191093","-75.767382"
"1087","South Andrew","-4.815143","-168.081349"
"1088","Peterborough","-4.7540505","7.262979"
"1089","Connerburgh","-83.820869","-161.046621"
"1090","Haleyside","39.919494","-159.885787"
"1091","Parkerfort","-80.1806155","102.867457"
"1092","Brianfurt","-88.724786","45.430510"
"1093","Tammyhaven","5.216826","118.542964"
"1094","Shannonfort","-16.0105465","-34.896294"
"1095","Timothyfort","-83.734659","-55.753619"
"1096","Mollymouth","-7.973719","-78.342333"
"1097","North Dylan","-50.2529015","67.506279"
"1098","Elizabethchester","-47.263487","-63.510098"
"1099","Jensenville","55.144454","-106.196077"
"1100","Olsonville","-86.285241","50.933668"
"1101","Lake Jenniferport","39.139563","8.359448"
"1102","Bellshire","0.6093145","15.514073"
"1103","New Teresa","-84.0472705","-97.856328"
"1104","Priceland","-83.3807825","77.462991"
"1105","Joshuaside","50.7538225","-19.839180"
"1106","East Mikeburgh","-81.8446885","-36.080427"
"1107","Richardland","10.8071005","154.434392"
"1108","Wrightstad","83.4810805","168.467336"
"1109","Port Michael","-53.5657545","-106.924644"
"1110","Stevensonside","41.8890895","158.447575"
"1111","West Sabrinaport","3.7023875","170.978999"
"1112","North Robertborough","-6.8185535","134.803915"
"1113","West Anthony","-20.6650375","-136.108761"
"1114","West Jamesside","81.1361605","-166.789935"
"1115","North Shellyfort","-89.1208325","136.608678"
"1116","New Carlaview","-69.873445","-93.692089"
"1117","Lake Tammyshire","-7.1441605","64.726964"
"1118","Thomasbury","-72.5324295","-176.637732"
"1119","Hillshire","-70.759727","52.314646"
"1120","East Alyssa","-74.514358","139.512410"
"1121","East Juliamouth","88.211806","-89.359482"
"1122","Raymondton","-69.0663355","-17.885665"
"1123","West John","83.0411905","-22.215534"
"1124","East Sarah","-81.635417","-96.508288"
"1125","South Staceyborough","-51.4684815","-39.681412"
"1126","Richardburgh","-71.9007325","77.052554"
"1127","East Johnview","74.7895315","160.049538"
"1128","Phillipsfort","63.145683","-174.832334"
"1129","Gwendolynmouth","35.378040","-64.033522"
"1130","South Megantown","-17.8883105","-54.213439"
"1131","Michellebury","-39.0245365","25.490082"
"1132","Lake Phyllis","27.1734165","136.920558"
"1133","Antonioville","72.8729945","-155.611152"
"1134","Gordonhaven","-57.3310705","-59.746147"
"1135","Johnsonbury","-8.439856","15.975964"
"1136","Mikechester","-52.4026955","97.993765"
"1137","Tinaside","84.294472","28.853018"
"1138","Parkburgh","-14.4912835","-67.584678"
"1139","West Jeremyfurt","-52.763701","169.288088"
"1140","Marshallchester","32.7601575","-104.264055"
"1141","West Kevinshire","73.657788","106.774732"
"1142","Lesliehaven","46.2055925","94.353470"
"1143","Ingrambury","66.100097","121.225822"
"1144","West Ashley","64.661117","-93.401075"
"1145","Andreashire","-17.351582","146.160056"
"1146","South Dennishaven","-34.9156265","-144.142928"
"1147","New Michelle","-22.7253455","42.624302"
"1148","Anthonyborough","-4.7834515","-126.409906"
"1149","Lake Emilyburgh","51.283912","-4.480665"
"1150","East Ashley","43.8623445","-108.087170"
"1151","Wrightburgh","-65.2134485","-54.367276"
"1152","Mcclureside","-45.8603075","122.582279"
"1153","New Barbara","38.557490","-147.148571"
"1154","Jamestown","47.4608155","-53.857571"
"1155","Delacruzland","-17.7101285","-52.549586"
"1156","Raystad","8.6331955","67.550497"
"1157","Deanhaven","-36.6116625","-42.750459"
"1158","Glovermouth","-45.8611505","145.802706"
"1159","East William","6.677605","36.564483"
"1160","Lake Kelly","-23.4838225","40.092686"
"1161","Georgemouth","-63.535629","59.301509"
"1162","West Katrina","53.673146","17.447870"
"1163","South Monica","-37.6318505","-79.532265"
"1164","South Christy","65.9619805","66.165042"
"1165","Anaside","-26.183387","-111.307259"
"1166","North Michellefurt","-9.955139","38.271217"
"1167","Paulchester","-57.9954305","151.044203"
"1168","Laurachester","33.675587","-101.002711"
"1169","South Debrahaven","-86.987617","-122.409455"
"1170","South Sierraberg","22.800577","96.373161"
"1171","New Kristenview","-38.1532965","143.642318"
"1172","Jessicaton","60.3520725","-8.443518"
"1173","Robertland","-34.4615625","133.075753"
"1174","East Ashlee","-30.6136185","-162.069225"
"1175","Jenniferstad","-66.4517475","-16.653077"
"1176","Mcdonaldmouth","73.1733965","-55.319801"
"1177","Gillmouth","-70.0949005","-54.698159"
"1178","Alanview","-72.0759775","-112.028528"
"1179","Micheleburgh","6.353087","67.880156"
"1180","East Alexandermouth","19.244608","79.759545"
"1181","Maxton","65.3623365","9.449174"
"1182","South Christopherland","65.5163675","-28.266662"
"1183","Kevinshire","60.2663145","-20.748257"
"1184","New Stephenview","-51.426403","-130.932404"
"1185","Gardnermouth","-84.0838055","40.859715"
"1186","Wilkersonmouth","44.795379","-96.207543"
"1187","Markchester","8.6147175","38.392653"
"1188","Port Bobby","-70.9645895","-3.986667"
"1189","Carolview","7.786089","-175.792766"
"1190","New Melissaland","13.275389","-116.173893"
"1191","North Sandra","6.452219","53.006140"
"1192","Harrisside","19.7787725","25.238518"
"1193","Rodneyberg","-68.6047965","-83.137561"
"1194","North Lawrencefort","38.3061215","-26.016773"
"1195","South Kelseyview","68.6617905","-145.535802"
"1196","Lake Jim","74.1310985","47.863786"
"1197","New Victoriamouth","-70.2734995","118.690965"
"1198","West Jennifer","-52.847188","-25.962443"
"1199","Luishaven","51.3241145","96.053385"
"1200","Port Christine","-58.077811","-7.823510"
"1201","Longstad","-36.623351","54.517416"
"1202","Port Tonytown","36.3631405","12.427262"
"1203","Robertborough","-45.140583","-95.823842"
"1204","West Ryan","-17.6620005","-118.844011"
"1205","Goodmanchester","40.117127","-146.681975"
"1206","New Lauren","17.4612725","-46.383915"
"1207","Parkershire","40.6828385","-167.008231"
"1208","Matthewport","15.7132595","119.723483"
"1209","Ellisstad","-56.930598","-43.670923"
"1210","Georgeville","-28.781614","-27.778553"
"1211","New Andrewside","-75.7970655","33.782451"
"1212","Port Nathanfurt","-48.5678465","44.330783"
"1213","West Stephen","-67.7242845","73.806449"
"1214","West Patricia","-46.0828275","73.273046"
"1215","South Samuelhaven","-29.324024","-38.926107"
"1216","East Makaylafurt","49.745525","172.211809"
"1217","Riceville","-6.953167","58.536450"
"1218","Jasonmouth","33.7149995","-167.650003"
"1219","Andrewside","-45.136052","70.311780"
"1220","North Sherry","-65.1375115","-98.884029"
"1221","Millerburgh","-40.1828355","-40.188967"
"1222","Griffithhaven","-72.8773115","-111.290312"
"1223","Englishland","63.2346445","15.636639"
"1224","North Ethan","36.240511","-157.218832"
"1225","Hallfurt","-65.0712445","-41.470775"
"1226","New Melissa","-27.094196","-141.676247"
"1227","West Christopher","7.9087815","-160.730423"
"1228","Heatherbury","83.158276","144.428769"
"1229","Lake Zachary","38.657101","118.778929"
"1230","Brownberg","-83.831035","16.204133"
"1231","Charlesmouth","-7.9915375","55.135683"
"1232","Hannahfurt","11.863621","-84.139055"
"1233","Antoniochester","-0.2883395","-110.339930"
"1234","East Brittanyview","75.296041","-52.738297"
"1235","Port Kevinville","60.365934","72.217727"
"1236","Amberhaven","38.444225","-135.010789"
"1237","Maryton","-43.358354","2.623061"
"1238","Kellymouth","-55.4472345","35.750568"
"1239","South Leahbury","55.829484","-166.149896"
"1240","Brandystad","83.3012065","-19.776432"
"1241","Williamsshire","-22.0072335","120.952729"
"1242","Hernandezmouth","-60.7193465","-176.807695"
"1243","New Amber","-76.573291","42.840023"
"1244","Gregoryland","-50.693945","139.636564"
"1245","Alisonview","55.990369","-61.332070"
"1246","Housetown","-51.718664","112.433869"
"1247","Lake Edwardmouth","-64.128523","26.498017"
"1248","South Melissaview","-32.2227915","-32.671408"
"1249","North Amanda","43.9331705","-58.027204"
"1250","Mathisbury","73.452739","-169.617575"
"1251","East Matthew","-15.288424","169.612397"
"1252","New Yesenia","-38.6528895","96.236352"
"1253","South Joseph","-7.2190745","-179.465405"
"1254","Mcmillanstad","86.2200035","179.803461"
"1255","West Williamville","-75.9719195","43.508630"
"1256","Bradleyhaven","23.0804195","-161.837812"
"1257","East Jeremy","-44.081564","-65.165072"
"1258","Port Mariah","-77.1570035","115.983971"
"1259","Robertbury","44.6105875","-102.549033"
"1260","Wellston","40.289533","27.255862"
"1261","Patrickland","4.6486515","118.925969"
"1262","North Jamesbury","75.804398","159.287679"
"1263","Lake Jameschester","70.9464275","-17.445160"
"1264","South Janet","84.724376","15.602302"
"1265","Jenniferbury","73.972174","23.466473"
"1266","Robertport","82.4070985","48.155173"
"1267","New Michelle","56.536738","116.370340"
"1268","West Yesenialand","-32.0720865","-75.582378"
"1269","East Rhondatown","53.3206875","-54.587959"
"1270","Danielshire","44.458397","9.746683"
"1271","North Andreport","1.765717","-11.072843"
"1272","Port Billytown","-88.997330","68.622812"
"1273","Jeromehaven","-3.7809255","68.032624"
"1274","Cookhaven","17.9862805","-175.460081"
"1275","Muellerville","14.4628205","-171.633217"
"1276","Boydchester","-4.7565715","-2.850980"
"1277","Pollardside","26.219962","-93.743874"
"1278","East Sheriborough","-15.979809","-65.399052"
"1279","East Robertbury","-7.1570675","128.760329"
"1280","Perryhaven","12.1855625","-33.840594"
"1281","West Matthew","48.194508","130.594774"
"1282","Georgestad","34.9870315","-70.130777"
"1283","West Dennis","13.535080","-67.950237"
"1284","East Christopherville","-46.772462","-79.606890"
"1285","Mcknightland","88.216764","-19.021327"
"1286","West Jose","-55.4443025","-50.907103"
"1287","North Ronald","-64.6898525","-145.420972"
"1288","North Raymondside","84.2016775","19.878037"
"1289","Matthewsfurt","-34.6668475","58.238806"
"1290","Medinaberg","41.0734005","-7.181215"
"1291","Marymouth","81.007640","98.470097"
"1292","North Jeffrey","45.293747","165.271294"
"1293","New Jamesbury","-25.516462","178.317986"
"1294","West Alexandria","56.920108","82.522893"
"1295","Steventown","29.796432","-128.127164"
"1296","Bryanport","-53.986602","177.727796"
"1297","Hallport","56.185561","12.562800"
"1298","Andersonborough","-56.865997","-125.549348"
"1299","West Ashley","13.7591585","-146.858216"
"1300","West Bethanyside","55.0404525","-47.927641"
"1301","Brianberg","19.4318895","-164.346795"
"1302","North Kyle","29.607267","121.894805"
"1303","Bryantside","-45.506219","123.481812"
"1304","West Jon","1.3711415","140.354494"
"1305","New James","56.037145","-157.304006"
"1306","East Kristinaton","38.3751845","-25.653399"
"1307","Mitchellton","-11.701001","-56.767555"
"1308","Port Gary","24.4779925","138.634259"
"1309","South Ericport","63.189572","-98.001454"
"1310","Vanessaton","-30.491033","-40.460467"
"1311","Port Davidburgh","30.0054235","74.542559"
"1312","West Cindyton","28.9139435","50.790482"
"1313","Lake Bruceton","-20.8661645","-81.774752"
"1314","Richardsonhaven","-15.788790","-37.900653"
"1315","Kevinton","-56.1402455","-48.039283"
"1316","Baldwinchester","55.4277875","154.086874"
"1317","North Jaimemouth","-2.372235","56.126322"
"1318","North Gary","-61.7891035","41.966428"
"1319","East Michael","-72.333136","38.993152"
"1320","Simpsonfort","-76.910709","-157.112669"
"1321","Port Richard","-67.124871","-60.191297"
"1322","West Brendanborough","75.221139","-166.427405"
"1323","South Troy","81.6426235","140.177148"
"1324","Martinezberg","-9.484534","139.695797"
"1325","East Mark","46.2433315","24.071805"
"1326","Hardinfurt","-38.827546","-74.788994"
"1327","South Sharon","81.0307485","48.926577"
"1328","Lake David","12.298266","108.761433"
"1329","Lake Timothy","-8.2613465","-102.628855"
"1330","Kanemouth","69.2915765","19.192903"
"1331","Rileymouth","86.9619515","78.900654"
"1332","North Heidistad","16.8567115","137.112377"
"1333","Payneshire","35.5940245","-5.791723"
"1334","South Briana","-40.938029","100.650142"
"1335","North Anthony","65.766910","-12.385316"
"1336","North Steven","38.364802","64.398674"
"1337","South Jessicaside","-37.5987755","167.461526"
"1338","Port Nathanielland","0.7444865","-123.540612"
"1339","North Johnfurt","-43.481758","-124.208567"
"1340","New Andrea","52.5078515","-141.317420"
"1341","New Jamie","-71.045155","-86.664451"
"1342","Priceberg","-38.774447","37.338604"
"1343","Graveston","44.0676755","-143.071517"
"1344","Nixonburgh","80.541264","-30.965713"
"1345","West Charles","25.347415","10.052252"
"1346","New Carl","33.408146","-25.466208"
"1347","Myershaven","46.118350","-54.945199"
"1348","Lake Matthewchester","-20.869067","131.069328"
"1349","East Jeremy","-63.1390215","100.732214"
"1350","Karenfort","-3.735895","-47.691058"
"1351","East Kathleenview","-28.9175215","86.896668"
"1352","Lake Kevinview","-37.688523","134.123170"
"1353","West Kristinton","-8.2838135","54.550921"
"1354","New Douglas","12.763629","79.356079"
"1355","Darleneshire","-66.458275","-168.169396"
"1356","South Tabitha","-87.017506","55.402047"
"1357","Hayesstad","55.5499215","156.423090"
"1358","West Thomashaven","46.8330455","-144.324279"
"1359","Ginafort","-86.4689515","48.102099"
"1360","Davilafurt","69.134882","161.501755"
"1361","Krausefurt","-7.449860","-118.233174"
"1362","Sheaview","-21.771465","-40.848920"
"1363","New Brittanyville","29.564847","-5.727812"
"1364","Davisstad","68.190429","-11.591932"
"1365","North Carolchester","-27.524888","-43.785801"
"1366","North Michael","-69.881425","-108.917486"
"1367","Nicholaston","-59.414930","145.798623"
"1368","New Stephanieton","-55.3748675","82.493498"
"1369","West Jamesmouth","77.6741995","-130.982908"
"1370","Youngshire","-58.034024","-9.956108"
"1371","Tiffanyfort","21.412744","-63.491508"
"1372","Kellyland","59.2303955","114.111136"
"1373","East Robert","17.7205405","85.596812"
"1374","Longburgh","56.3955905","54.565977"
"1375","East Kyle","-6.092117","76.553503"
"1376","North Johnmouth","-68.6590725","64.321644"
"1377","Taylorchester","-27.712640","23.412824"
"1378","Brianshire","-36.323353","-101.712312"
"1379","North Michaelland","61.678555","113.628552"
"1380","New Leslie","-20.258825","-146.181985"
"1381","East Laurafort","62.5130425","-106.406038"
"1382","Rojasmouth","44.381509","-114.358484"
"1383","North Robertmouth","-65.365919","95.187613"
"1384","North Toddville","73.9977715","15.269454"
"1385","Hooverview","4.9844325","47.247501"
"1386","Hoodborough","47.7797115","-148.533599"
"1387","Browntown","78.8933735","68.702661"
"1388","Carlsonbury","-53.327891","-76.358257"
"1389","Gardnerland","-69.7650965","62.593264"
"1390","Torresmouth","-49.1805635","25.975969"
"1391","Lisaburgh","-73.577618","10.237131"
"1392","Francisland","55.9695885","-2.096113"
"1393","Waltonport","-47.4448605","123.899499"
"1394","Mckenziemouth","73.410398","136.864297"
"1395","Oliverfort","57.299377","98.166560"
"1396","Garzatown","21.634945","-134.824543"
"1397","Brettchester","-51.638268","85.669575"
"1398","New Jeffrey","-59.015166","54.038027"
"1399","Ramseyfort","6.735366","-51.002297"
"1400","Lake Wendy","74.662764","114.511909"
"1401","Amandaton","-36.613675","-78.797778"
"1402","Port Sandra","27.843025","103.345486"
"1403","Jeremymouth","-85.6797875","-151.339933"
"1404","Kruegershire","-61.9084325","90.180857"
"1405","Millsberg","60.0065415","154.575377"
"1406","Port Richard","-23.551895","142.443468"
"1407","Port Michealmouth","35.1747675","92.924518"
"1408","Lake Ryanshire","-25.519882","141.693964"
"1409","Bartonmouth","-62.518355","-139.455667"
"1410","North Robert","82.3172915","130.352507"
"1411","Lake Julia","66.2172325","165.655871"
"1412","Stanleyville","15.765129","-84.145332"
"1413","West Ryan","-25.594510","-102.247143"
"1414","East Gabrieltown","74.440486","49.467515"
"1415","Michaelshire","33.9367755","39.493593"
"1416","Jessicatown","-72.985501","15.245075"
"1417","East Emily","-50.094348","-0.934910"
"1418","Nelsonshire","-12.8905315","-105.795189"
"1419","Isaacport","-14.031419","-133.096562"
"1420","Lake Lauren","-81.862070","171.528882"
"1421","Fryefort","72.089196","119.647404"
"1422","South Robinland","13.9948995","-23.452409"
"1423","Jeffreyside","28.626526","-175.288471"
"1424","West Jason","41.8346955","76.626874"
"1425","Acevedofurt","-9.154148","-14.772847"
"1426","Cartershire","-16.2157335","-13.686028"
"1427","Martinezhaven","-3.8028645","154.973123"
"1428","New Elizabethshire","67.466090","-8.933654"
"1429","Brookschester","82.444138","-164.244226"
"1430","New Kelly","83.217793","-95.656711"
"1431","New Andrew","-52.3139925","-81.157789"
"1432","North Sandra","-31.3869355","-93.579097"
"1433","Daltonchester","5.7837255","41.049393"
"1434","Port Natalie","-86.092413","-91.833176"
"1435","East Tinamouth","-77.580519","-110.730393"
"1436","North Summerberg","88.5062625","-24.678021"
"1437","Lake Caitlyn","-35.5978225","-58.509472"
"1438","Lake Paulborough","-45.6781105","54.522023"
"1439","New Holly","44.127635","-170.984614"
"1440","North Johnathanmouth","67.018119","146.577270"
"1441","Wrightfurt","-44.2788485","-12.257220"
"1442","Millerbury","19.042317","-9.929424"
"1443","West Jasonbury","71.909765","-30.691930"
"1444","Ashleyland","54.9583575","-175.330752"
"1445","West John","78.2133115","-172.731485"
"1446","Lake Reginald","-69.655304","23.746747"
"1447","New Jesse","52.715139","-95.261646"
"1448","West Rodney","-34.6966785","136.295363"
"1449","Vincentview","47.5822325","152.928529"
"1450","Francismouth","-75.9438535","-122.417745"
"1451","Port Elizabethside","-22.4930865","-54.426711"
"1452","Ericfort","89.789083","13.616403"
"1453","West Johnmouth","-29.1335105","-86.632390"
"1454","West Kimberly","-73.619782","-136.618839"
"1455","Ortizmouth","1.0260875","39.592179"
"1456","Lopezville","-29.793847","-73.420503"
"1457","Andrewmouth","74.759143","-7.119640"
"1458","South Amymouth","69.294366","-149.110990"
"1459","Loganside","53.5644795","-143.415753"
"1460","Rickstad","56.9649225","-99.350569"
"1461","Lake Robertmouth","35.5134955","160.775526"
"1462","North Pamelashire","-28.094882","-57.137251"
"1463","North Dominicport","17.0323435","-11.151825"
"1464","Wyattview","-79.813109","110.577564"
"1465","East Rebecca","-60.740744","-99.935173"
"1466","Jacquelinemouth","-81.538122","68.513339"
"1467","South Patrickton","69.720584","-34.752033"
"1468","Jonathanhaven","-36.9253015","-148.199379"
"1469","East Teresa","50.870456","-108.423535"
"1470","Davidfort","41.5953405","162.972344"
"1471","Douglaston","75.1706155","81.356483"
"1472","Port Dustinstad","49.923105","126.336005"
"1473","Jillfort","-76.0392995","-179.511410"
"1474","Jeremiahbury","-43.3756415","111.647010"
"1475","Donnashire","-12.0194465","-30.169672"
"1476","Tiffanyland","2.739735","20.539823"
"1477","Whitneyburgh","29.344594","131.722391"
"1478","Josephchester","-85.5015845","146.832949"
"1479","East Johnshire","66.778845","176.461297"
"1480","Sarahmouth","62.9189365","-89.414000"
"1481","East Randall","-57.5107355","89.729940"
"1482","North Brianburgh","36.165258","-95.177594"
"1483","West Joanneburgh","-85.2532085","110.495542"
"1484","Grayborough","62.438323","-161.612514"
"1485","South Daniel","-8.724119","43.606003"
"1486","South Elizabeth","62.585151","40.084648"
"1487","Clarkside","35.070563","150.869404"
"1488","Salasport","84.910839","79.194147"
"1489","South Christinehaven","18.794750","-179.128440"
"1490","New Christopherstad","-65.841696","-101.528094"
"1491","North Robert","66.748980","-84.817345"
"1492","New Steven","-5.840426","1.508597"
"1493","Brownbury","-68.236189","13.268139"
"1494","Fischerville","-35.0222505","-37.217164"
"1495","Lucasburgh","-21.1797835","-17.087477"
"1496","Laceystad","75.679968","-74.813779"
"1497","South Michael","88.5106075","-177.286625"
"1498","Troyfort","-82.1402315","102.211843"
"1499","Kimberlyhaven","-25.355039","-146.520765"
"1500","Lake Danaport","-77.023896","-140.329037"
"1501","Stephaniebury","-69.045616","-95.345035"
"1502","Jeremybury","8.187451","179.132884"
"1503","Longville","53.109915","-17.522723"
"1504","Markburgh","-38.091607","-125.885574"
"1505","Moorestad","-39.872043","-93.103866"
"1506","New Ericaton","87.3534305","55.111244"
"1507","Arellanofurt","-37.9149405","-14.609415"
"1508","Mullenshire","73.5990255","-21.542787"
"1509","Lake Dianaland","-39.943631","-79.867057"
"1510","Port James","-23.3285075","-136.815005"
"1511","Carpentermouth","-37.170725","-134.674219"
"1512","Lake David","-36.028826","30.070064"
"1513","Adammouth","60.129463","162.071261"
"1514","North Sarah","-44.921543","0.883610"
"1515","West Johnport","-49.8828815","-12.645737"
"1516","Marthahaven","-15.2483925","2.440708"
"1517","Morrisport","-3.430239","28.212005"
"1518","North Michelle","44.359874","-67.606611"
"1519","West Jacquelineview","-32.0324855","98.345864"
"1520","Robertberg","-11.090544","-70.488624"
"1521","Christianfort","-49.438756","96.774251"
"1522","South Kristaberg","50.889252","148.676228"
"1523","North Jimmyhaven","-45.868402","129.679649"
"1524","Mendezland","-84.8297565","-121.120270"
"1525","Carterburgh","-66.579248","161.646029"
"1526","South Antoniomouth","84.420104","10.110334"
"1527","New Danielleside","56.742031","-171.697468"
"1528","Port Spencerburgh","-82.513329","81.304997"
"1529","North Neil","-81.0433125","7.687345"
"1530","Lake Clarenceville","-19.596458","-137.581553"
"1531","Crystalfort","31.2838095","-125.004018"
"1532","South Kristin","-26.3730795","-93.215083"
"1533","Lake Donna","16.8270565","79.565493"
"1534","Marystad","-64.078679","105.819749"
"1535","New Christopherton","-40.266665","90.550771"
"1536","Tracyfort","8.5038355","-77.850081"
"1537","Port Emilyton","41.6219895","-71.024414"
"1538","East Dakotaborough","-76.2540795","124.314864"
"1539","Holmeschester","-80.315764","102.110259"
"1540","Johnland","-24.075129","98.096741"
"1541","Johnshaven","72.7873435","-93.556909"
"1542","North David","72.1258205","0.685110"
"1543","South Madison","-51.8325605","148.830002"
"1544","East Amytown","-36.429076","4.007971"
"1545","Jacksonville","-46.7427605","-57.668622"
"1546","Port Javierstad","60.3099985","155.441600"
"1547","Michaelborough","13.526605","-167.269828"
"1548","South Melissa","-3.2592965","-144.723461"
"1549","New Thomas","-32.139209","-121.753732"
"1550","North Debbiehaven","51.737716","18.871739"
"1551","Karibury","53.579148","-110.984961"
"1552","Holdermouth","86.2704725","34.765857"
"1553","Rickyfort","76.631116","-149.135543"
"1554","New Rodneystad","32.321348","70.696300"
"1555","Hullport","-16.3706875","-110.207850"
"1556","East Kevin","84.092054","111.440647"
"1557","Joshualand","59.525000","-32.937752"
"1558","Lake Jessica","18.660184","32.944323"
"1559","Christinahaven","14.3290855","154.597397"
"1560","Aprilchester","61.030487","-109.662448"
"1561","Jeffreyborough","4.1425875","122.846633"
"1562","Jeannemouth","58.3000035","-104.756787"
"1563","New Samuel","-40.560726","29.531913"
"1564","Port Chad","-16.2532855","-64.308847"
"1565","West Robertfort","37.0026305","-172.290442"
"1566","Tammytown","-11.8102235","31.373919"
"1567","Port Nicolefurt","18.910653","20.943149"
"1568","Gonzalezton","32.9742085","-19.616268"
"1569","Thomasport","57.455656","146.549284"
"1570","West Frank","-81.619859","-9.484617"
"1571","Hatfieldshire","28.952586","-26.525181"
"1572","South Paulstad","1.5019565","172.681915"
"1573","Fuentesmouth","-28.321966","-119.305736"
"1574","Pamelastad","-21.872044","120.033668"
"1575","New Jeffrey","-35.0063985","69.127125"
"1576","Brittanymouth","18.7103625","-12.534502"
"1577","New Amandaland","-17.2915155","39.305433"
