"id","start_id","start_vertex_type","end_id","end_vertex_type","since"
"2767","24","Country","3230","City","1977-10-21 18:28:34.635112"
"2768","26","Country","5776","City","2014-04-26 20:57:07.502522"
"2769","85","Country","5583","City","2025-01-15 03:18:48.865860"
"2770","120","Country","7830","City","2007-06-30 05:46:41.619931"
"2771","80","Country","4074","City","1993-10-14 08:35:09.450357"
"2772","76","Country","5635","City","2018-10-17 18:09:06.155741"
"2773","45","Country","3233","City","1983-03-17 01:58:35.193880"
"2774","143","Country","1631","City","1970-08-06 14:58:11.398794"
"2775","119","Country","6256","City","2024-01-16 23:19:42.670960"
"2776","50","Country","4644","City","2022-01-31 16:26:24.601188"
"2777","89","Country","638","City","1993-09-27 22:57:16.974322"
"2778","143","Country","9179","City","1984-09-07 05:48:27.426552"
"2779","179","Country","9561","City","2006-07-19 23:52:29.815192"
"2780","105","Country","8177","City","1971-06-11 09:31:33.370524"
"2781","127","Country","7816","City","1971-06-02 19:46:52.684653"
"2782","191","Country","8043","City","2009-03-11 04:34:01.429701"
"2783","187","Country","8247","City","1980-02-23 09:53:46.816960"
"2784","141","Country","8249","City","1994-06-15 21:22:11.653956"
"2785","24","Country","1158","City","1977-10-11 23:57:13.176641"
"2786","40","Country","6347","City","2013-08-31 08:14:14.325679"
"2787","43","Country","4451","City","2006-01-20 11:40:59.892823"
"2788","42","Country","4905","City","1972-07-31 17:44:58.904156"
"2789","101","Country","2572","City","2006-01-20 19:39:45.426938"
"2790","69","Country","7091","City","1986-11-09 06:22:45.031611"
"2791","190","Country","795","City","1983-06-06 15:40:06.943690"
"2792","111","Country","6898","City","2022-03-14 12:21:52.617757"
"2793","121","Country","207","City","2006-12-22 09:57:40.501490"
"2794","124","Country","418","City","2003-07-15 01:59:30.168052"
"2795","9","Country","3375","City","1972-03-28 19:15:39.131687"
"2796","54","Country","6395","City","2016-05-05 17:04:18.240745"
"2797","87","Country","3732","City","1983-05-18 13:51:25.361884"
"2798","198","Country","947","City","1980-03-09 09:08:42.660166"
"2799","72","Country","1119","City","2017-12-13 14:03:45.661068"
"2800","22","Country","5489","City","2023-03-29 03:55:58.777071"
"2801","190","Country","7495","City","2011-08-08 23:36:00.569175"
"2802","174","Country","5257","City","2021-08-21 08:15:20.303246"
"2803","7","Country","8224","City","1995-04-15 16:19:59.314877"
"2804","43","Country","6090","City","1981-07-26 11:17:41.881456"
"2805","172","Country","5579","City","2020-06-08 00:43:46.232640"
"2806","153","Country","3390","City","2023-12-05 00:56:24.685100"
"2807","11","Country","9200","City","2004-12-29 14:54:21.124274"
"2808","173","Country","5848","City","2016-09-06 05:15:44.370264"
"2809","199","Country","1108","City","2001-10-12 09:04:36.905692"
"2810","64","Country","2110","City","1976-04-01 23:41:25.318206"
"2811","170","Country","9938","City","1994-06-11 03:45:37.386765"
"2812","14","Country","175","City","2009-08-07 02:57:32.653283"
"2813","7","Country","5667","City","2021-10-26 09:46:03.458537"
"2814","154","Country","1381","City","2011-01-16 00:17:27.207432"
"2815","76","Country","2172","City","2006-07-22 01:03:39.548345"
"2816","157","Country","5254","City","1996-01-23 20:00:36.888977"
"2817","168","Country","4236","City","1972-05-26 05:04:05.376184"
"2818","162","Country","8026","City","1988-02-26 03:12:08.751291"
"2819","12","Country","5702","City","2018-03-14 15:53:04.406185"
"2820","119","Country","1740","City","2023-10-14 22:42:09.525422"
"2821","122","Country","2460","City","1974-05-25 18:27:26.270886"
"2822","192","Country","4517","City","1990-07-10 21:46:58.360758"
"2823","139","Country","5995","City","1983-04-08 22:59:41.289331"
"2824","181","Country","3055","City","1977-08-06 11:28:07.524364"
"2825","24","Country","1585","City","2014-03-01 06:56:56.367476"
"2826","83","Country","7271","City","1983-04-08 20:01:28.476125"
"2827","172","Country","3437","City","2020-08-23 19:39:59.337631"
"2828","151","Country","6925","City","2004-01-18 13:39:31.157076"
"2829","188","Country","5230","City","2007-10-06 04:42:23.727965"
"2830","148","Country","7200","City","2005-04-25 16:37:28.592038"
"2831","186","Country","6132","City","2009-03-28 15:54:35.363333"
"2832","118","Country","4747","City","1994-10-15 08:12:50.531512"
"2833","4","Country","9423","City","1978-01-04 12:35:22.941851"
"2834","135","Country","7128","City","1998-05-09 11:38:01.933788"
"2835","138","Country","4786","City","1971-08-23 04:52:23.681265"
"2836","66","Country","3279","City","1982-07-19 09:40:34.880322"
"2837","67","Country","7845","City","2005-03-08 08:12:09.301279"
"2838","144","Country","832","City","1985-05-13 03:55:43.476844"
"2839","39","Country","2562","City","2015-01-23 20:28:55.162115"
"2840","116","Country","7943","City","2024-09-02 20:20:20.505818"
"2841","6","Country","1463","City","1970-05-26 10:01:37.757795"
"2842","116","Country","3161","City","2014-03-22 21:10:31.692923"
"2843","182","Country","675","City","2004-11-11 16:24:42.621822"
"2844","38","Country","2872","City","1973-11-09 08:42:15.767230"
"2845","164","Country","7474","City","2023-03-10 00:20:42.873317"
"2846","156","Country","6439","City","1986-07-27 22:27:19.220771"
"2847","129","Country","5796","City","1986-12-23 23:24:21.492944"
"2848","69","Country","8221","City","2011-09-28 00:01:57.620124"
"2849","65","Country","6929","City","1996-02-05 17:08:48.152547"
"2850","91","Country","445","City","1981-02-23 01:20:16.036069"
"2851","66","Country","7455","City","1978-05-04 08:53:21.248844"
"2852","132","Country","2633","City","1988-01-30 03:35:45.906185"
"2853","143","Country","1840","City","2007-07-03 00:29:08.112395"
"2854","111","Country","3817","City","2003-04-18 17:32:07.764195"
"2855","36","Country","9623","City","2016-05-20 15:30:06.257298"
"2856","17","Country","3585","City","2023-05-25 02:39:45.060817"
"2857","50","Country","4873","City","2012-12-03 16:27:39.452654"
"2858","5","Country","9275","City","1981-04-27 16:51:59.225384"
"2859","91","Country","6004","City","1979-08-04 04:06:09.500600"
"2860","123","Country","7655","City","2007-06-06 09:11:00.191654"
"2861","173","Country","2900","City","2016-01-01 15:38:07.845975"
"2862","113","Country","4951","City","1980-02-14 12:07:28.794350"
"2863","190","Country","3550","City","2013-05-01 20:32:19.253001"
"2864","93","Country","641","City","2003-10-03 10:54:23.864838"
"2865","120","Country","6319","City","1979-09-20 11:47:19.366865"
"2866","41","Country","7365","City","1994-01-13 13:21:10.125563"
"2867","171","Country","22","City","1993-03-27 23:12:58.690224"
"2868","16","Country","9907","City","2018-10-29 05:04:08.867352"
"2869","86","Country","9784","City","2012-11-11 10:50:19.268460"
"2870","134","Country","3971","City","1982-04-13 23:19:04.939076"
"2871","8","Country","8914","City","1999-07-16 21:31:49.936774"
"2872","57","Country","1742","City","2002-11-14 08:05:08.974382"
"2873","41","Country","290","City","2005-09-20 11:42:25.222655"
"2874","133","Country","2622","City","1995-08-30 17:39:23.375360"
"2875","92","Country","6839","City","1986-06-04 10:48:23.470123"
"2876","160","Country","1856","City","1984-05-31 13:22:56.120099"
"2877","156","Country","311","City","2015-12-25 13:32:43.578350"
"2878","79","Country","2736","City","2006-03-15 03:31:17.924865"
"2879","131","Country","3775","City","1980-04-01 16:25:46.274643"
"2880","138","Country","90","City","2019-07-22 06:17:26.032010"
"2881","119","Country","2950","City","1973-04-13 00:17:42.369195"
"2882","148","Country","7116","City","1975-04-05 01:44:05.677841"
"2883","170","Country","4097","City","1999-04-05 17:20:51.419343"
"2884","168","Country","7833","City","1977-10-09 00:34:52.410641"
"2885","200","Country","2964","City","2023-03-14 18:38:15.190511"
"2886","17","Country","6486","City","1982-01-18 07:01:57.065265"
"2887","169","Country","3504","City","2020-09-17 04:22:53.587992"
"2888","155","Country","6536","City","1998-03-02 20:04:55.119680"
"2889","142","Country","5346","City","2021-12-17 20:20:20.884474"
"2890","128","Country","5615","City","1976-08-10 06:18:51.146189"
"2891","160","Country","4718","City","1983-03-26 05:59:10.749669"
"2892","88","Country","3828","City","1979-12-07 05:12:56.639480"
"2893","159","Country","8461","City","1985-06-17 04:25:12.002543"
"2894","133","Country","9226","City","1985-07-06 04:46:04.359054"
"2895","55","Country","4632","City","2021-01-11 20:34:01.635716"
"2896","116","Country","9559","City","2021-07-14 11:28:37.393835"
"2897","4","Country","4481","City","2011-11-16 21:49:25.343940"
"2898","60","Country","3427","City","2020-04-11 20:44:00.188707"
"2899","144","Country","5989","City","1981-02-25 18:46:44.847319"
"2900","138","Country","2961","City","1991-07-22 03:40:40.798121"
"2901","146","Country","5881","City","2021-10-27 11:23:45.519916"
"2902","194","Country","1326","City","1974-08-28 00:54:45.014679"
"2903","70","Country","1092","City","2012-03-11 16:53:37.966772"
"2904","182","Country","6604","City","2021-09-02 11:05:13.831914"
"2905","89","Country","5414","City","1983-02-20 05:24:25.472159"
"2906","100","Country","905","City","1985-10-11 08:55:01.651243"
"2907","139","Country","3833","City","1989-12-04 10:58:08.088522"
"2908","21","Country","6411","City","2007-09-19 12:26:53.127384"
"2909","174","Country","9415","City","1971-03-21 18:46:52.606135"
"2910","14","Country","745","City","1976-11-26 04:03:03.839300"
"2911","120","Country","174","City","2018-12-14 09:54:17.031255"
"2912","184","Country","9097","City","1998-03-27 23:52:14.555405"
"2913","197","Country","3411","City","1980-04-27 01:14:05.321412"
"2914","100","Country","1453","City","1996-07-11 21:28:04.124346"
"2915","17","Country","1018","City","2020-12-11 07:31:44.101840"
"2916","41","Country","2922","City","2022-06-04 01:55:09.548744"
"2917","126","Country","9531","City","2001-05-01 21:39:37.065968"
"2918","129","Country","3869","City","2013-06-22 08:57:37.069695"
"2919","110","Country","7258","City","1997-02-12 02:04:30.509041"
"2920","108","Country","2446","City","1988-11-23 06:11:37.850985"
"2921","139","Country","7490","City","1982-01-27 14:12:05.709449"
"2922","196","Country","4310","City","1970-03-18 21:08:08.369640"
"2923","55","Country","9992","City","1999-05-02 18:33:09.001315"
"2924","65","Country","2647","City","1988-07-03 08:20:00.439845"
"2925","117","Country","2742","City","2024-03-05 22:48:44.372123"
"2926","77","Country","8848","City","1996-04-26 16:34:04.007954"
"2927","160","Country","8093","City","2009-10-13 11:27:00.236405"
"2928","10","Country","6044","City","2019-05-12 10:17:42.062933"
"2929","63","Country","4631","City","1998-03-04 14:02:45.237772"
"2930","12","Country","5482","City","2009-10-05 16:39:57.311593"
"2931","118","Country","7292","City","2011-07-30 06:44:42.485720"
"2932","40","Country","2001","City","2000-03-06 13:24:58.349782"
"2933","56","Country","1319","City","1975-03-30 00:56:05.697331"
"2934","195","Country","8326","City","2023-10-16 20:51:02.372613"
"2935","123","Country","6886","City","2023-10-28 14:58:55.312496"
"2936","189","Country","4596","City","1973-11-11 05:25:00.637419"
"2937","51","Country","7387","City","2008-09-02 10:37:01.446474"
"2938","61","Country","9124","City","2011-01-15 14:48:00.365571"
"2939","7","Country","6217","City","2011-12-19 03:56:34.473259"
"2940","57","Country","9330","City","1974-12-26 08:37:22.840597"
"2941","128","Country","8762","City","1981-02-06 00:36:12.619879"
"2942","186","Country","2311","City","2013-04-11 20:38:34.987197"
"2943","167","Country","964","City","1986-05-02 12:52:52.118373"
"2944","49","Country","5789","City","2014-05-03 00:30:25.119834"
"2945","6","Country","9848","City","1971-03-22 15:04:19.954044"
"2946","121","Country","480","City","1977-07-27 11:10:08.125029"
"2947","83","Country","8465","City","2023-03-19 19:47:16.771325"
"2948","65","Country","7167","City","2020-04-22 06:33:10.181369"
"2949","122","Country","3423","City","1997-09-16 19:55:01.201001"
"2950","49","Country","7847","City","2001-08-12 08:54:59.948693"
"2951","102","Country","8605","City","1985-10-02 13:54:44.998876"
"2952","89","Country","4959","City","1990-07-05 07:03:10.753079"
"2953","4","Country","175","City","1979-07-05 06:11:30.159949"
"2954","38","Country","8737","City","2021-09-18 00:23:00.093369"
"2955","92","Country","1742","City","1973-01-31 21:53:28.788652"
"2956","135","Country","5824","City","1992-12-13 04:18:04.370845"
"2957","101","Country","9742","City","2001-09-30 10:17:29.734121"
"2958","3","Country","2348","City","2017-06-10 20:50:16.473984"
"2959","157","Country","544","City","2021-02-02 01:30:52.498094"
"2960","172","Country","2245","City","2013-09-13 01:49:28.876405"
"2961","53","Country","9030","City","2007-03-12 05:40:13.329197"
"2962","133","Country","5991","City","1991-05-28 16:58:54.836965"
"2963","70","Country","612","City","1998-01-21 11:05:29.856089"
"2964","46","Country","3849","City","1999-05-16 16:31:52.873389"
"2965","57","Country","3842","City","2011-10-26 08:52:10.069552"
"2966","64","Country","4725","City","1995-06-26 22:38:33.007672"
"2967","121","Country","384","City","2018-10-05 20:24:23.160209"
"2968","71","Country","9406","City","2000-04-29 15:58:40.929517"
"2969","123","Country","4501","City","1995-07-07 00:07:32.072330"
"2970","66","Country","6104","City","2015-07-26 10:37:38.213548"
"2971","51","Country","7785","City","2024-07-06 00:57:02.120557"
"2972","39","Country","3918","City","2012-07-24 01:34:09.171010"
"2973","197","Country","1077","City","1999-05-14 21:47:17.755877"
"2974","47","Country","910","City","1981-09-16 04:47:34.983977"
"2975","20","Country","4662","City","2011-03-17 02:14:35.483242"
"2976","129","Country","4922","City","2013-05-23 11:58:06.759651"
"2977","150","Country","9440","City","1978-07-21 05:05:11.231720"
"2978","95","Country","392","City","1973-01-06 23:50:43.857558"
"2979","154","Country","1801","City","1987-11-27 18:22:39.480125"
"2980","161","Country","9444","City","1996-05-05 07:08:39.729075"
"2981","107","Country","9529","City","1996-10-16 13:50:37.422609"
"2982","103","Country","2213","City","1985-01-08 04:08:36.789781"
"2983","176","Country","4065","City","1987-09-16 07:23:37.892678"
"2984","65","Country","6593","City","2007-07-27 20:35:58.961917"
"2985","102","Country","5344","City","2010-02-25 01:06:37.949348"
"2986","155","Country","4068","City","1994-01-08 01:08:40.081156"
"2987","73","Country","8700","City","1988-04-16 12:15:32.942241"
"2988","54","Country","7772","City","1984-04-01 09:12:32.805452"
"2989","152","Country","593","City","1997-01-23 20:42:51.522991"
"2990","42","Country","3458","City","1991-05-27 15:36:25.508139"
"2991","178","Country","6055","City","1984-02-08 13:58:14.799051"
"2992","118","Country","850","City","1974-11-23 15:42:46.909016"
"2993","92","Country","8441","City","2015-07-01 15:36:42.766911"
"2994","195","Country","5643","City","2001-12-03 03:32:39.390889"
"2995","91","Country","7887","City","1975-11-17 06:38:14.529960"
"2996","10","Country","2089","City","1974-02-16 23:46:41.898469"
"2997","19","Country","459","City","1990-07-20 21:19:11.449674"
"2998","148","Country","2093","City","1995-12-18 03:54:15.269875"
"2999","97","Country","4461","City","1997-12-08 01:55:05.876055"
"3000","139","Country","5476","City","1999-02-26 12:47:20.902117"
"3001","112","Country","5214","City","2004-01-04 00:50:59.857493"
"3002","32","Country","7635","City","2010-08-20 07:48:29.806526"
"3003","47","Country","3834","City","2007-05-01 01:28:12.850857"
"3004","113","Country","9537","City","2006-03-26 17:00:19.324586"
"3005","5","Country","6644","City","1983-01-06 06:03:57.870049"
"3006","59","Country","6875","City","1975-12-18 02:15:53.329775"
"3007","181","Country","1718","City","2017-05-13 10:29:14.629486"
"3008","108","Country","8395","City","2018-05-08 15:47:00.341036"
"3009","26","Country","6509","City","1970-09-12 18:46:57.284529"
"3010","184","Country","1363","City","1976-01-29 07:10:17.177527"
"3011","20","Country","2691","City","1984-06-23 00:04:30.246790"
"3012","9","Country","4056","City","1994-09-06 15:15:03.165140"
"3013","100","Country","4460","City","1973-06-11 14:18:25.384406"
"3014","151","Country","2420","City","1995-03-27 10:03:03.964177"
"3015","131","Country","5282","City","2019-01-01 07:17:09.800018"
"3016","34","Country","5008","City","1999-05-18 10:37:22.079617"
"3017","121","Country","2945","City","1998-03-31 07:33:02.439211"
"3018","122","Country","1507","City","2019-03-19 21:27:19.060752"
"3019","14","Country","1262","City","1997-11-14 18:32:33.258751"
"3020","169","Country","3048","City","1983-11-27 02:43:04.617174"
"3021","98","Country","7887","City","1971-10-07 14:22:18.733981"
"3022","135","Country","2651","City","2000-06-15 08:53:37.215184"
"3023","21","Country","976","City","2024-09-08 07:35:38.110395"
"3024","70","Country","3290","City","1987-12-20 17:38:52.823380"
"3025","6","Country","8695","City","2023-09-25 04:14:30.609882"
"3026","132","Country","7441","City","2009-12-24 13:08:48.906848"
"3027","25","Country","1746","City","2021-06-06 10:45:04.997115"
"3028","151","Country","5876","City","2008-07-26 23:00:14.094556"
"3029","114","Country","4036","City","2020-01-27 09:32:42.359107"
"3030","80","Country","6431","City","2007-09-10 21:57:41.135831"
"3031","146","Country","9493","City","1986-01-23 07:21:54.123819"
"3032","120","Country","1732","City","2015-12-18 16:14:26.667087"
"3033","23","Country","6471","City","2012-07-07 15:27:34.998489"
"3034","95","Country","5908","City","1986-10-22 20:05:51.927828"
"3035","185","Country","703","City","2011-10-14 22:31:00.134017"
"3036","56","Country","5771","City","1974-09-16 11:15:33.945745"
"3037","63","Country","2614","City","1973-07-09 18:22:03.136265"
"3038","188","Country","9049","City","1981-04-20 15:27:02.355865"
"3039","116","Country","8324","City","1993-08-12 00:04:07.876346"
"3040","178","Country","9448","City","1999-01-15 00:07:32.626300"
"3041","94","Country","654","City","2003-11-10 16:55:56.110218"
"3042","68","Country","275","City","1979-07-27 06:42:03.028247"
"3043","132","Country","2967","City","1982-04-24 01:15:51.719695"
"3044","145","Country","1642","City","1994-08-18 06:26:53.630323"
"3045","6","Country","9232","City","2013-11-10 03:22:19.613611"
"3046","86","Country","8868","City","1971-08-30 21:04:38.416563"
"3047","28","Country","8530","City","2018-11-15 18:44:32.520219"
"3048","144","Country","1860","City","1980-01-31 20:53:56.017542"
"3049","24","Country","8982","City","2009-06-12 18:44:27.918073"
"3050","92","Country","3706","City","2012-07-16 14:52:58.454247"
"3051","5","Country","7020","City","2013-09-28 12:53:22.350826"
"3052","3","Country","2987","City","2021-01-05 23:11:38.447159"
"3053","176","Country","3284","City","1996-07-01 16:14:50.450503"
"3054","67","Country","5257","City","2024-05-29 13:01:00.494499"
"3055","104","Country","6070","City","2001-07-12 01:29:26.823725"
"3056","78","Country","3204","City","1974-07-20 03:16:24.436281"
"3057","26","Country","655","City","2017-07-27 09:28:33.445418"
"3058","49","Country","1885","City","1997-10-16 04:35:42.043315"
"3059","109","Country","9037","City","1993-02-16 16:20:35.944759"
"3060","157","Country","8242","City","1978-11-24 11:19:29.750916"
"3061","57","Country","2914","City","2005-12-08 17:49:12.280717"
"3062","36","Country","9621","City","1993-08-26 16:20:54.476275"
"3063","167","Country","8701","City","2021-09-22 00:05:05.386714"
"3064","51","Country","1232","City","2016-05-05 06:57:37.510297"
"3065","100","Country","207","City","2017-09-22 23:50:00.843354"
"3066","14","Country","1569","City","1971-07-16 13:52:31.743101"
"3067","96","Country","4232","City","2019-02-11 05:51:33.991067"
"3068","183","Country","3455","City","2023-11-04 21:24:58.699486"
"3069","161","Country","7716","City","2021-10-03 14:31:56.046240"
"3070","91","Country","4290","City","1996-06-24 00:09:15.875055"
"3071","27","Country","2627","City","1981-07-08 01:47:15.881683"
"3072","126","Country","5534","City","1986-02-19 11:47:49.969085"
"3073","147","Country","4405","City","1973-06-30 13:51:13.881652"
"3074","28","Country","6778","City","1994-06-30 16:36:20.912716"
"3075","12","Country","8820","City","2005-12-14 21:43:53.645279"
"3076","63","Country","8553","City","1978-03-20 04:23:35.701834"
"3077","194","Country","4530","City","1989-07-18 11:25:42.441125"
"3078","89","Country","4347","City","2002-02-19 14:05:47.848324"
"3079","100","Country","8642","City","1979-12-27 12:58:18.649317"
"3080","73","Country","8408","City","1980-08-23 18:16:19.421460"
"3081","158","Country","1250","City","2007-11-12 16:20:54.054760"
"3082","197","Country","9300","City","1972-01-13 21:12:39.938271"
"3083","127","Country","5621","City","1982-08-19 06:24:26.853545"
"3084","115","Country","5115","City","1985-04-13 18:55:17.251717"
"3085","92","Country","8243","City","1977-08-21 13:55:53.807781"
"3086","101","Country","6978","City","1999-07-17 16:45:21.232432"
"3087","199","Country","5404","City","1975-08-18 06:50:55.395159"
"3088","129","Country","423","City","1984-01-10 03:32:06.639816"
"3089","174","Country","4412","City","1985-08-25 10:20:23.749990"
"3090","31","Country","3677","City","2012-12-22 14:12:50.607338"
"3091","116","Country","7528","City","1995-10-11 09:27:31.843288"
"3092","71","Country","9846","City","2012-12-29 10:16:59.285162"
"3093","196","Country","5816","City","1991-08-29 12:06:58.522589"
"3094","154","Country","2759","City","1978-07-27 04:17:37.555607"
"3095","67","Country","6639","City","1999-07-17 11:28:15.861667"
"3096","130","Country","720","City","2002-10-19 04:19:58.843726"
"3097","198","Country","1909","City","1985-07-26 19:59:07.679354"
"3098","26","Country","1765","City","1974-10-29 09:29:35.632569"
"3099","106","Country","367","City","1975-04-20 00:16:36.806541"
"3100","32","Country","4313","City","2012-08-30 12:43:55.966084"
"3101","167","Country","1102","City","1986-08-25 02:26:00.892440"
"3102","103","Country","9423","City","1998-09-19 05:26:10.816449"
"3103","126","Country","4208","City","1975-07-31 21:41:55.474418"
"3104","8","Country","1832","City","1981-03-19 17:26:55.420803"
"3105","198","Country","5413","City","2014-09-13 05:29:55.850884"
"3106","144","Country","6972","City","1987-09-05 19:06:41.484413"
"3107","67","Country","8281","City","1984-08-05 08:16:46.525414"
"3108","174","Country","7133","City","1978-01-31 11:52:59.639293"
"3109","189","Country","4530","City","1971-05-29 03:00:14.881019"
"3110","41","Country","5968","City","2018-08-29 07:12:16.582460"
"3111","162","Country","7148","City","2023-11-08 22:21:25.160146"
"3112","177","Country","3487","City","2003-10-04 11:13:33.221389"
"3113","118","Country","8","City","2000-05-31 01:54:11.547792"
"3114","178","Country","564","City","1985-05-12 20:22:32.848697"
"3115","144","Country","9094","City","2012-10-21 09:03:12.388218"
"3116","113","Country","894","City","1984-08-20 11:20:17.382376"
"3117","25","Country","112","City","1978-11-07 12:23:38.793215"
"3118","96","Country","102","City","2024-02-29 07:18:56.618949"
"3119","65","Country","1939","City","2018-08-25 07:06:24.192790"
"3120","56","Country","3087","City","1970-06-15 02:35:48.920719"
"3121","11","Country","2380","City","2013-11-16 15:54:56.751224"
"3122","185","Country","7722","City","1979-03-03 03:29:27.435209"
"3123","77","Country","736","City","2005-11-28 18:30:42.251936"
"3124","195","Country","6520","City","2002-06-16 15:50:26.265501"
"3125","1","Country","5352","City","1994-11-06 03:13:35.697984"
"3126","5","Country","9211","City","1976-06-26 14:47:53.027802"
"3127","21","Country","1184","City","1987-04-02 08:15:52.029215"
"3128","9","Country","6018","City","2000-02-22 06:37:11.025951"
"3129","96","Country","7637","City","1985-06-06 18:02:17.705387"
"3130","189","Country","302","City","2002-05-07 12:05:55.101674"
"3131","180","Country","2226","City","1970-12-08 16:57:31.772200"
"3132","70","Country","7029","City","2000-05-30 06:30:15.377442"
"3133","84","Country","8823","City","1999-12-15 20:29:02.603904"
"3134","154","Country","9190","City","2017-03-18 05:22:18.276039"
"3135","50","Country","8164","City","2002-02-03 08:10:19.470308"
"3136","85","Country","5650","City","2004-03-22 11:36:55.264383"
"3137","29","Country","2983","City","2015-07-03 03:30:40.828996"
"3138","24","Country","172","City","2023-08-08 03:04:50.853523"
"3139","145","Country","8210","City","1982-12-17 00:48:13.850107"
"3140","87","Country","5491","City","2013-12-05 23:28:32.482093"
"3141","172","Country","1102","City","2014-10-17 08:17:16.564046"
"3142","107","Country","4497","City","2012-06-30 08:41:25.437289"
"3143","59","Country","9046","City","1984-08-11 02:27:29.423354"
"3144","60","Country","1046","City","1989-05-02 02:11:38.858055"
"3145","45","Country","9327","City","1994-11-12 10:24:37.815229"
"3146","134","Country","7513","City","2024-08-06 12:01:03.274333"
"3147","159","Country","7538","City","1974-06-25 14:31:05.091375"
"3148","33","Country","2068","City","2004-03-29 10:28:55.552887"
"3149","195","Country","2751","City","1986-12-08 22:59:31.828898"
"3150","100","Country","5750","City","2017-12-12 16:56:57.092547"
"3151","117","Country","1507","City","1972-09-04 15:32:59.457960"
"3152","143","Country","5318","City","2004-08-02 16:01:27.199540"
"3153","183","Country","6253","City","2022-10-22 14:05:36.335826"
"3154","108","Country","7400","City","2017-04-26 20:44:14.876962"
"3155","100","Country","4404","City","1979-01-18 04:25:03.501420"
"3156","2","Country","6201","City","2009-04-11 16:28:53.609924"
"3157","35","Country","4372","City","1983-05-05 20:03:05.382157"
"3158","36","Country","9546","City","1982-05-22 23:25:50.604472"
"3159","146","Country","3478","City","1997-09-10 00:36:46.641868"
"3160","174","Country","6343","City","1989-10-03 16:05:07.433672"
"3161","136","Country","8231","City","1994-05-01 05:04:46.491929"
"3162","76","Country","3977","City","1991-11-23 14:27:08.332024"
"3163","53","Country","3067","City","1986-05-13 08:34:23.357506"
"3164","109","Country","7015","City","1989-10-21 08:21:53.685990"
"3165","167","Country","7823","City","1998-04-04 01:32:31.439579"
"3166","164","Country","5132","City","1981-03-20 09:48:38.666015"
"3167","164","Country","8838","City","2009-09-22 18:15:19.662384"
"3168","152","Country","4354","City","1995-01-31 01:53:04.720857"
"3169","86","Country","6384","City","1976-03-02 11:50:44.982195"
"3170","80","Country","6071","City","1977-05-16 11:54:34.828892"
"3171","152","Country","8222","City","1981-09-10 12:22:04.043435"
"3172","59","Country","6444","City","2007-03-02 18:26:48.469489"
"3173","1","Country","5130","City","2018-11-16 13:21:35.053975"
"3174","80","Country","7845","City","2010-12-24 16:24:07.502330"
"3175","147","Country","999","City","1980-09-25 06:21:49.797131"
"3176","90","Country","7003","City","2016-03-06 13:05:05.949585"
"3177","42","Country","8073","City","2018-10-19 13:49:18.268007"
"3178","87","Country","4493","City","2018-12-26 05:15:49.589630"
"3179","184","Country","5611","City","2007-07-25 23:33:01.156592"
"3180","107","Country","3649","City","1999-07-22 16:51:34.622135"
"3181","54","Country","5267","City","2021-01-08 07:12:34.210802"
"3182","154","Country","1874","City","1997-10-22 16:49:52.396680"
"3183","125","Country","5977","City","2012-02-28 17:32:37.468518"
"3184","100","Country","7723","City","1997-12-30 16:46:48.999810"
"3185","112","Country","2763","City","1992-08-17 13:57:45.064765"
"3186","160","Country","2709","City","1985-09-19 04:40:43.603787"
"3187","28","Country","8673","City","1988-11-05 03:43:15.593683"
"3188","160","Country","9062","City","1981-12-20 20:16:07.897121"
"3189","175","Country","8094","City","2009-10-14 00:59:29.876273"
"3190","41","Country","1317","City","2020-05-14 11:06:17.401371"
"3191","132","Country","9057","City","2005-12-08 17:15:38.628854"
"3192","173","Country","3831","City","1990-05-08 15:18:39.935934"
"3193","190","Country","1151","City","1976-01-21 19:00:59.290846"
"3194","186","Country","3336","City","2005-12-25 00:20:49.813317"
"3195","92","Country","1685","City","2001-08-03 19:04:38.024629"
"3196","171","Country","5150","City","2000-11-12 07:41:34.554460"
"3197","115","Country","6113","City","1974-01-01 22:15:15.102001"
"3198","69","Country","6875","City","2001-03-09 10:11:09.106560"
"3199","31","Country","2060","City","1973-07-31 14:41:14.757154"
"3200","133","Country","91","City","2006-10-16 04:00:44.308275"
"3201","118","Country","4199","City","1983-01-13 15:28:35.965363"
"3202","124","Country","8725","City","1998-08-27 05:51:11.555101"
"3203","139","Country","3644","City","1999-08-13 17:00:52.502537"
"3204","53","Country","9285","City","2006-07-06 06:34:26.690796"
"3205","17","Country","4447","City","1980-11-15 19:48:48.353487"
"3206","176","Country","1360","City","1971-09-20 00:17:20.509581"
"3207","49","Country","7774","City","1995-06-29 15:45:33.831585"
"3208","154","Country","7958","City","1992-11-28 08:16:21.039533"
"3209","162","Country","6595","City","1975-08-23 22:39:38.589676"
"3210","124","Country","5987","City","1985-12-04 07:03:50.263907"
"3211","181","Country","3456","City","1982-09-12 00:07:45.995403"
"3212","68","Country","5590","City","1998-04-02 06:16:57.966018"
"3213","199","Country","629","City","1991-12-12 15:23:27.607160"
"3214","29","Country","2572","City","1991-11-19 13:58:21.831789"
"3215","194","Country","5300","City","1975-06-21 23:30:30.384024"
"3216","42","Country","7137","City","2005-05-06 08:46:50.061913"
"3217","51","Country","4565","City","2013-02-01 15:48:15.216321"
"3218","162","Country","211","City","1973-05-03 07:09:51.490338"
